collection||Sahih Muslim
hadith|332e|Bize Yahya b. Yahya ve Ebu Bekr b. Ebu Şeybe, ikisi Ebu'l-Ahvas'dan tahdis etti. O İbrahim b. Muhacir'den, o Şeybe kızı Safiye'den, o Aişe'den şöyle dediğini nakletti: Şekel kızı Esma Resulullah (Sallallahu aleyhi ve Sellem)'in huzuruna girdi ve: Bizden bir kadın ay halinden temizlenecek olursa nasıl gusleder, diye sordu ve hadisin geri kalan kısmını nakletti, ama rivayetinde cünüplükten gusletmeyi sözkonusu etmedi. DAVUDOĞLU ŞERHİ İÇİN buraya tıklayın NEVEVİ ŞERHİ: (746) Bundan önceki babta kadın ile erkeğin gusül şeklinin aynı olduğunu belirtmiş ve bunu yeteri kadarıyla açıklamıştık. Bu başlıkta gözetilen maksat ise, ay halinden gusledecek olan bir kadının bir miktar misk alıp, onu bir pamuk, bir bez ya da benzer bir şey arasına koyup, guslettikten sonra bunu fercine sürerek temizleneceğini anlatmaktır. Bu şekilde bir uygulama loğusa kadın için de müstehabtır. Çünkü loğusa kadın da ay hali kadın durumundadır. Mezhep alimlerimizden el-Mehamili'nin el-Mukanna'da ay halinden ve loğusalıktan dolayı gusleden bir kadının vücudunun kan değmiş bütün yerlerine hoş koku sürmesinin müstehab olduğunu ifade etmiştir. Onun sözünü ettiği vücudun kan değmiş her yerini kapsaması ile ilgili ifadeleri gariptir. Bunu araştırdıktan sonra ondan başka böyle bir şey diyen bir kimse olduğunu tespit edemedim. İlim adamları misk'in kullanılmasındaki hikmetin ne olduğu hususunda ihtilaf etmişlerdir. Bizim mezhep alimlerinden ve başkalarından büyük çoğunluğun söyleyip, tercih edilen sahih görüşe göre misk kullanmaktan maksat, belli yerin kokulandırılması ve hoş olmayan kokunun giderilmesidir. Mezhep alimlerimizden kadılar kadısı el-Maverdi de bu hususta mezhep alimlerimizin iki görüşü olduğunu nakletmiştir. Bu iki görüşten biri budur, ikincisi ise bundan maksat gebe kalmayı hızlandırmasına sebep oluşudur, demiştir. Açıklamasını şöyle sürdürmektedir: Eğer birinci görüşü kabul edecek olursak şayet misk bulamazsa onun yerini tutabilecek, kokusu hoş başka şeyler de kullanabilir. Eğer ikinci görüşü kabul edecek olursak bu hususta onun yerini tutan kust, ezfar ve benzeri şeyler kullanabilir. Ayrıca ilim adamlarımız bunun ne zaman kullanılacağı hususunda da farklı görüşlere sahiptir. Birinci görüşü kabul edenler bunu guslettikten sonra kullanır demişlerdir, ikinci görüşü kabul edenler ise gusletmeden önce kullanır demişlerdir. el-Maverdl'nin açıklamaları burada sona ermektedir. el-Maverdi'nin nakletmiş olduğu bunun gusülden önce kullanılacağı kanaatinin hiçbir kıymeti yoktur. Bunu çürütmek için Müslim'in kitabında rivayet ettiği Nebi (Sallallahu aleyhi ve Sellem)'in: "Sizden biriniz suyunu ve hoş kokulu sidresini (çöven otunu) alır, onunla güzel bir şekilde temizlenir sonra başına su döküp, saçlarını ovalar sonra üzerine su döker sonra misk ile kokulandınımış bir bez parçası alarak onunla temizlenir" buyruğudur. İşte bu ifadeler misk ile kokulandırılmış parçanın guslettikten sonra kullanılacağına dair apaçık bir delildir. Bundan maksadın gebe kalmanın hızlandırılmasına sebep olmasıdır, diyenıerin görüşleri ise zayıf yahut batııdır. Çünkü böyle diyen kimsenin bu görüşünün gereği olarak böyle bir uygulama emrinin o sırada hemen zevcesiyle cima etmesi ümit edilen, kocası yanında bulunan kadına özel olarak verilmesini gerektirir. Bu ise bildiğimiz kadarıyla kimsenin kabul ettiği bir görüş değildir. Ayrıca hadislerdeki mutlak ifadeler böyle bir kanaati kabul edenlerin görüşünü reddetmektedir. Aksine doğrusu şudur: Bundan maksat o yere hoş kokunun sürülmesi, hoş olmayan kokunun giderilmesidir. Böyle bir uygulama ay halinden ya da loğusalıktan dolayı gusleden her kadın için müstehabtır. İster kocası olsun, ister olmasın. Bunu da guslettikten sonra yapar. Şayet misk bulamayacak olursa bulabildiği herhangi bir kokuyu kullanabilir. Eğer hoş bir koku bulamazsa hoş olmayan kokuları izale eden özel kil ve benzerlerini kullanmak müstehab olur. Bunu mezhep alimlerimiz açıkça ifade etmişlerdir. Şayet bu söylenenlerden hiçbirisini bulamayacak olursa ona su yeterlidir ama imkanı olmakla birlikte hoş koku kullanmayı terk etmesi onun için mekruhtur. İmkanı olmazsa mekruh işlemesi sözkonusu değildir. Allah en iyi bilendir. "Firsa" parça demektir. Misk de bilinen bir kokunun adıdır. Muhakkiklerin rivayet edip, söylediği sahih ve tercih edilen budur, fukahanın ve onların dışında çeşitli ilim erbabının kabul ettikleri de budur. Bunun mim harfi üstün olarak "mesk" diye bir söyleyişi de nakledilmiştir. Ancak mesk, üzerinde kıl ve tüy bulunan deri demektir. Kadı lyaz'ın naklettiğine göre mim harfinin fethalı rivayeti çoğunluğun rivayetidir. Hatta Ebu Ubeyd ve İbn Kuteybe şöyle demişlerdir: Buradaki ifade ötreli bir kaf ve dat ile "kurda" ile fethalı mim ile "mesk" yani bir deri parçası şeklinde olduğudur. Fakat bütün bu açıklamalar zayıftır, doğrusu bizim daha önce kaydettiğimizdir. Ayrıca buna yine kitapta zikredilmiş ''firsatun mumesseketun: misk ile kokulandırılmış bir bez parçası" ifadesi buna delil teşkil etmektedir ki, bu da daha önce açıkladığımız gibi misk ile kokulandırılmış bir parça pamuk, yün yahut bez demektir. Allah en iyi bilendir. "Onunla temizlen işte, subhanallah!" Daha önce bu ve benzeri yerlerde "subhanallah"ın hayret ve şaşkınlık ifade ettiğini söylemiştik. Aynı şekilde la ilahe illallah demek de böyledir. Burada hayret ve şaşkınlık da şu demektir: İnsanın anlamak için ayrıca düşünmeye ihtiyacı olmayacak kadar açık böyle bir husus nasıl anlaşılamaz ki? Bu ibareden bir şeye hayret edip, şaşırmak ve onu büyük bir iş görmek halinde subhanallah diyerek tesbihte bulunmanın caiz olduğu anlaşılmaktadır. Aynı şekilde bir şeyden emin olmak ve onu hatırlamak için de tesbih etmek caizdir. Hakkında edeplice konuşulması gereken hususlar ile ilgili olarak kinayeli ifadelerin kullanılmasının müstehab olduğu da anlaşılmaktadır. Defalarca bu kaide daha önce açıklanmıştı. Allah en iyi bilendir. "Onu kanın geldiği yere sürersin" buyruğu hakkında ilim adamlarının çoğunluğu bununla ferci kastetmektedir, demişlerdir. Bizler elMehamili' den: Vücudunun kan isabet etmiş olan her yerine hoş koku sürer, dediğini daha önce nakletmiştik. Hadisin zahiri ifadesinde onun lehine delil vardır. (747) "Bize Habban tahdis etti, bize Vuheyb tahdis etti." Burada geçen Habban, Habban b. Hilal' dir. (748) Resulullah (Sallallahu aleyhi ve Sellem): "Sizden biriniz suyunu alır ... üzerine su döker" buyruğu hakkında Kadı lyaz -yüce Allah'ın rahmeti onaşöyle diyor: İlk olarak sözü edilen temizlik necasetten ve ona bulaşmış olan ay hali kanından temizlenmektir. Kadı lyaz böyle demiştir ama daha açık ve güçlü olan kanaat -ki Allah en iyi bilendir- birinci temizlenmekten maksadın Nebi (Sallallahu aleyhi ve Sellem)' in nasıl guslettiği ile ilgili rivayetlerde geldiği üzere abdest almaktır. Bizler abdest kitabının baş taraflarında güzelce abdest almanın anlamının tam ve eksiksiz olarak usulüne göre almak olduğunu belirtmiş idik. İşte bu hadiste kastedilen de budur. "Saç dip/erine varıncaya kadar" Kasıt, başındaki saçların diplerine kadar suyun ulaştırılmasıdır. "Aişe bunu gizlemek ister gibi. .. dedi." Yani Aişe (r.anha) muhatabı olan kadına (4/15) duyacağı ama hazır bulunanların duyamayacağı bir şekilde gizlice söyledi, demektir. Allah en iyi bilendir. (750) "Şekel kızı Esma" Şekel isminde şın ve kef harfleri fethalıdır. Sahih ve meşhur olan da budur. Ama Metali' sahibi bu ismin kef harfi sakin olarak {Şeklı şeklinde okunduğunu da nakletmektedir. Hafız Hatib Ebu Bekr el-Bağdadı de e/-Esmau'/-Mübheme adlı eserinde ve ondan başka bir kısım ilim adamının belirttiklerine göre bu soruyu soran kadın hatibetu'n-nisa (kadınların sözcüsü) diye anılan Yezid b. Seken kızı Esma idi. Hatib ona bu ismin verildiği bir hadisi de rivayet etmiştir. Allah en iyi bilendir
chapter||The ghusl and the prayer of a woman who is suffering prolonged vaginal bleeding (istihadah)
hadith|333a|
hadith|333b|Bize Yahya b. Yahya rivayet etti (Dediki): Bize Abdülaziz b. Muhammed ile Ebu Muaviye haber verdiler. H. Bize Kuteybe ibni Saîd de rivayet etti (Dediki): Bize Cerîr rivayet eyledi H. Bize İbni Nümeyr dahî rivayet etti. (Dediki): Bize babam rivayet etti H. Bize Halef b. Hişam da rivayet etti. (Dediki): Bize Hamnıad b. Zeyd rivayet etti. Bunların hepsi Hişam b. Urve'den, Veki'in hadisi ve isnadı gibi rivayette bulunmuşlardır. Kuteybe'nin Cerîr'den naklen rivayet ettiği hadisde: «Fatıma binti Ebî Hubeyş b. Abdilmuttalip b. Esed geldi. O bizden bir kadındır» sözleri vardır. Hammad b. Zeyd hadisinde ise ziyade bir söz vardır, biz onu terk ettik. Diğer tahric: Cerir, İbn Numeyr ve Abdulaziz'in rivayetlerini Müslim yalnız başına rivayet etmiştir Halef b. Hişam'ın rivayetini Nesai, 214, 362; İbn Mace, 621 Ebu Muaviye'nin rivayetini Buhari, 228; Tirmizi, 125; Nesai, 212, 257 de rivayet etmişlerdir
hadith|334a|
hadith|334b|Bize Muhammed b. Selemete'I-Muradi de rivayet etti. (Dediki): Bize Abdullah b. Vehb, Amr b. el-Haris'ten, o da İbni Şihab'dan, o da Urvetü'bnü Zübeyr ile Amra Biııti Abdirrahman'dan, onlar da Nebi (s.a.v.)’in zevcesi Aişe'den naklen rivayet ettiler. Ki: Resulullah (Sallallahu aleyhi ve Sellem)'in baldızı ve Abdurrahman b. Avf'ın zevcesi olan Cahş kızı Ümmü Habibe yedi yıl süreyle istihaza kanı gördü. Resulullah (Sallallahu aleyhi ve Sellem)'den bu hususta fetva sordu. Resulullah (Sallallahu aleyhi ve Sellem): "Bu ay hali değildir ama bu (kan akıtan) bir damardır. Bu sebeple gusledip, namaz kıl" buyurdu. Aişe dedi ki: Kızkardeşi Cahş kızı Zeynep'in odasında bir leğen içinde yıkanıyordu. Öyle ki kanın kırmızı rengi suyun üstüne çıkıyordu. İbn Şihab dedi ki: Ben bunu Ebu Bekr b. Abdurrahman b. el-Haris b. Hişam'a tahdis ettim. O şöyle dedi: Allah Hind'e rahmet buyursun. Keşke bu fetvayı duymuş olsaydı. Allah'a yemin olsun ki o (bu hali dolayısıyla) namaz kılmadığı için ağlayıp, duruyordu. Diğer tahric: Buhari, 327 -buna yakın-; Ebu Davud, 285; Nesai, 203, 204, 205; İbn Mace, 626 -uzun olarak
hadith|334c|Bana Ebu İmran Muhammed b. Ca'fer b. Ziyad dahi rivayet etti. (Dediki): Bize İbrahim yani İbni Sa'd, İbni Şihab'dan, o da Amra binti Abdirrahman'dan, o da Âişe'den naklen haber verdi. Aişe şöyle demiş.: Ümmü Habibe binti Cahş Resulullah (Sallallahu aleyhi ve Sellem)'e geldi. Yedi yıl istihaza kanı görmüştü sonra da Amr b. el-Haris'in hadisi rivayet ettiği gibi "kanın kırmızı rengi suyun üstüne çıkıyordu" ibaresine kadar zikretti ondan sonrasını zikretmedi
hadith|334d|Bana Muhammed übnü'l Müsenna da rivayet etti. (Dediki): Bize Süfyan b. Uyeyııe, Zühri'den, o da Amra'dan, o da Âîşe'den naklen rivayet etti. Aişe bu rivayette de ötekilerin hadisinde olduğu gibi. Cahş kızı yedi yıl süreyle istihaza kanı görüyordu, diye hadisi onların hadislerine yakın rivayet etti
hadith|334e|Bize Muhammed b. Rumh rivayet etti (Dedi ki) Bize Leys, haber verdi. H. Bize Kuteybetüb'nü Saîd de rivayet etti. (Dediki): Bize Leys, Yezld b. Ebi Habib'den, o da Ca'ferden, o da. Irak'dan, o da Urve'den, o da Aişe'den naklen rivayet etti. Ki Aişe söyle demiş: Ümmü Habibe, Resulullah (Sallallahu aleyhi ve Sellem)'e kan'a dair soru sordu. Aişe: Ben onun (içinde yıkandığı) leğenini kanla dolmuş gördüm, dedi. Resulullah (Sallallahu aleyhi ve Sellem) ona: ''4y halin seni alıkoyduğu kadar bir süre bekle sonra guslet ve namaz kıl" buyurdu. Diğer tahric: Ebu Davud, 279; Nesai
hadith|334f|Bana Musa b. Kureyş Et-Temimi rivayet etti. (Dediki): Bize İshak b. Bekir b. Mudar rivayet etti. (Dediki): Bana babam rivayet etti. (Dediki): Bana Ca'fer b. Rabia Irak b. Malik'den, o da Urvetü'bnü Zübeyr'den, o da Nebi (Sallallahu Aleyhi ve Sellem) in zevcesi Aişe'den naklen rivayet etti: Aişe şöyle demiş: Abdurrahman b, Avf'ın nikahı altındaki Cahş kızı Ümmü Habibe Resulullah (Sallallahu aleyhi ve Sellem)'e (istihaza halinde gelen) kan'dan şikayet etti. O'na: "Daha önce ay halin seni alıkoyduğu kadar bir süre bekle, sonra guslet" buyurdu. O da her namaz vakti gelince guslederdi. DAVUDOĞLU AÇIKLAMA: Bu hadisi bütün Kütübü - Sitte sahihleri tahric etmişlerdir. Hadis-i şerifte Resulullah (Sallallahu Aleyhi ve Sellem)'e sual sorduğu bildirilen Hz. Ümmü Habîbe Ümmehat-ı Mümininden Zeynep binti Cahş (R.A.)'nın kız kardeşidir. Vakidi ile Harbi isminin Habîbe, künyesinin Ümmü Habîb olduğunu söylemişler, Dare Kutni dahi bunu tercih etmiş isede sahih rivayetlerdeki meşhur künyesi Ümmü Habîbe'dir. İmam Malik'in (El-Muvatta) ında Hz. Abdurrahman b. Avf'ın zevcesi Zeyneb binti Cahş olduğu, istihaze kanını da onun gördüğü rivayet edilmiştir. Bazıları bunun vehmolduğunu, diğer bazıları da vehim değil, doğrusunun bu olduğunu iddia etmişlerdir. Onlara göre bu kadının ismi Zeyneb, künyesi Ümmü Habîbe 'dir. Ümü'l Mü'minin Zeynep (R.A.)'ya gelince Onun asıl isminin Birre olduğunu sonra Resulullah (Sallallahu Aleyhi ve Sellem) onu değiştirerek kız kardeşinin ismini verdiğini söylerler. Çünkü kız kardeşi künyesi ile meşhur olduğuna göre ona Zeyneb demekle bir iltibas vaki olmamıştır. Hz. Ümmü Habibe 'nin Hamne isminde bir kız kardeşi daha vardır. Ulemadan bazıları Ümmü Habibe ile Hamne 'nin ikisininde istihazalı olduğunu diğer bazıları Ümmül-Mü'minin Zeynep (R.A.) nın dahi istihazalı olduğunu söylerler. Resulullah (Sallallahu Aleyhi ve Sellem) zamanında on kadının istihazalı olduğu rivayet edilmiştir. Bunlar, Ümmü Habibe binti Cahş, Ümmü'l Mü'minin Zeynep binti Cahş, diğer kız kardeşi Hamne binti Cahş, Ümmü'l Mü'minin Meymune (R.A.)'nın anne bir kız kardeşi Esma, Fatime bin­ti Ebi Hubeyş, Sehle binti Süheyl, Ümmü'l Mü'minin Sevde binti Zem'a, Zeynep binti Ümmü Seleme, Esma el Harisiyye ve Badiye binti Gaylan'dır. Resulullah (Sallallahu Aleyhi ve Sellem) in Hz. Ümmü Habibe'ye verdiği yıkanma emri mutlaktır. Bunun her namaz için yahut bazan yıkanma ihtimali vardır. Ebu Davud 'un tahric ettiği bir rivayet her namaz için yıkanması lazım geldiğini bildirmektedir. Çünkü o rivayette «Resulullah (Sallallahu Aleyhi ve Sellem) Ona her namaz için yıkanmayı emretti» denilmiştir. Beyhaki bu rivayetin yanlış olduğunu söylemiştir. Müslim'in buradaki rivayetinde Resulullah (Sallallahu Aleyhi ve Sellem) in her namaz için yıkanmayı emretmediği Hz. Ümmü Habibe'nin kendiliğinden yıkandığı bildirliyor. Bu hususta rivayetler muhteliftir. Bazılarında Nebi (Sallallahu Aleyhi ve Sellem)'in Ümmül Mü'minin Zeynep Binti Cahş'a: «Her namaz için yıkan.» diye buyurduğu, diğer bazılarında : «Her namaz için abdest al.» dediği bildiriliyor. Hatta Muslîm'in Hammad b. Zeyd 'den rivayet ettiği hadiste, Hammad yalnız başına rivayet etmiştir diye kitabına almadığı cümle dahi bazılarınca budur. Mezkur cümleyi yalnız Hammad değil Ebu Avane ve başkaları dahi rivayet etmişlerdir. Bununla beraber onu yalnız Hammad rivayet etmiş olsa bile kabul edilmesi lazım gelir. Çünkü Hammad mütemed bir ravidir. Mutemed ravinin ziyadesi ise makbuldür. Bazıları bu hadisin Fatime binti Ebi Hubeyş hadisi ile nesh edildiğini söylerler. Çünkü Hz. Aişe, Nebi (Sallallahu Aleyhi ve Sellem) in vefatından sonra Fatime hadisiyle fetva vermiş, bu suretle Ümmü Habîbe hadisine muhalefette bulunmuştur. Bundan dolayı Ebu Muhammed el îşbîlî; «Fatime hadisi istihaza hakkında rivayet edilen en sahih hadistir.» demiştir. Az yukarıda İmam Şafii 'den naklen onun da; «Ümmü Habibe'nin her namaz için yıkanması Resulullah (Sallallahu Aleyhi ve Sellem) in emri ile değil kendi fiilidir.» dediğini söylemiştik. Cumhur'u Ulemanın kavli de budur. Yani istihazalı bir kadına her namaz için yıkanmak vacip değildir. Hattabi (319 - 388); «Bu haber muhtasar» dır. Onda kadının hal-u şanı beyan edilmemiştir. Her istihzalı kadına her namaz için yıkanmak vacib değildir. Yıkanmak ancak müptela kadına vaciptir. Müptela: Gelen kanın hayz'mı istihaza mı olduğunu ayıramıyan yahut gününü, vaktini ve sayısını unutan kadındır. Böylesi hiçbir namazını terk edemediği gibi her namaz için yıkanması da vacibtir, diyor. Ebu Bekr b. Abdirrahman'ın; «Allah rahmet eylesin» diyerek zikrettiği Hind'in onun zevcesimi yoksa akrabasımı olduğuna dair hiçbir yerde bir malumata tesadüf edilememiştir. İbni Hacer'in «El-İsabe» adlı eserinin sonunda bir Hind'den bahsedilmiş fakat kim olduğu beyan edilmemiştir
chapter||A menstruating woman is obliged to make up missed fasts but not prayers
hadith|335a|
hadith|335b|Bize Muhammedü'bnü'I - Müsenna da rivayet etti. (Dediki): Bize Muhammed b. Cafer rivayet etti: (Dediki): Bize Şu'be Yezid'den naklen rivayet eyledi. Demişki. Ben Muaze'den dinledim. Muaze, Aişe'ye: Ay hali kadın namazı kaza eder mi diye sordu. Aişe: Sen Haruri misin, dedi. Biz Resulullah (Sallallahu aleyhi ve Sellem)'in hanımları ay hali olurduk. Onun karşılığını (kılamadıkları namazlarını kaza etmelerini) emretti mi hiç, dedi. Muhammed b. Cafer dedi ki: Namazlarını kaza etmelerini kastetmektedir, dedi
