collection||Sahih Muslim
hadith|540b|زہیر نے کہا : مجھے ابو زبیر نے حضرت جابر رضی اللہ تعالیٰ عنہ سے حدیث سنائی ، انھوں نے کہا : رسول اللہ ﷺ نے مجھے کا کے لیے بھیجا اور آپ بنو مصطلق کی طرف جا رہے تھے ، میں واپسی پر آپ کے پاس آیا تو آٖپ اونٹ پر نماز پڑھ رہے تھے ، میں نے آپ سے بات کی تو آپ نے مجھے ہاتھ سے اس طرح اشا رہ کیا ۔ زہیر نے اپنے ہاتھ سے اشارہ کر کے دکھایا ۔ میں نے دوبارہ بات کی تو مجھے اس طرح ( اشارے سے کچھ ) کہا ۔ زہیر نے بھی اپنے ہاتھ سے زمین کی طرف اشارہ کیا ۔ اور میں سن رہا تھا کہ آپ قراءت فرما رہے ہیں ، آپ ( رکوع و سجود کے لیے ) سر سے اشارہ فرماتے تھے ، جب آپ فارغ ہو ئے تو پوچھا ‘ ‘ جس کا م کے لیے میں بھیجا تھا تم نے ( اس کے بارے میں ) کیا کیا ؟ مجھے تم سے گفتگو کرنے سے اس کے سوا کسی چیز نے نہیں روکا کہ میں نماز پڑھ رہا تھا ۔ ’’ زہیر نے کہا : ابو زبیر کعبہ کی طرف رخ کر کے بیٹھے ہوئے تھے ، ابو زبیر نےبنو مصطلق کی طرف اشارہ کیا اور انھوں ( ابوزبیر ) نے ہاتھ سے قبلے کی دوسری سمت کی طرف اشارہ کیا ( سواری پر نماز کے دوران میں آپ کا رخ کعبہ کی طرف نہیں تھا ۔)
hadith|540c|حماد بن زید نے کثیر ( بن شنظیر ) سے ، انھوں نے عطاء سے اور انھوں حضرت جابر رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : ہم نبی ﷺ کے ہمراہ سفر میں تھے ، آپ نے مجھے کسی کام سے بھیجا ، میں واپس آبا تو اپنی سواری پر نماز پڑھ رہے تھے اور آپ کا رخ قبلے کی بجائے دوسری طرف تھا ، میں نے آپ کو سلام کہا تو آپ نے مجھے سلام کا جواب نہ دیا ، جب آپ نے سلام پھیر لیا تو فرمایا : ‘ ‘ تمھارے سلام کا جواب دینے سے مجھے صرف اس بات نے روکا کہ میں نماز پڑھ رہا تھا ۔ ’’
hadith|540d|عبدالوارث بن سعید نے کہا : ہمیں کثر بن شنظیر نے حدیث سنائی ، انھوں نے عطاء سے اور انھوں نے حضرت جابر رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : رسول اللہ ﷺ نے مجھے کسی کام کی غرض سے بھیجا .........آگے حماد بن زید کی حدیث کے ہم معنی حدیث بیان کی ۔
chapter||The permissibility of cursing the Shaitan during prayer, and seeking refuge with Allah from him; and the permissibility of doing a few actions while in salat
hadith|541a|
hadith|541b|محمد بن بشار نے کہا : ہمیں محمد بن جعفر نے حدیث سنائی ۔ اور ابو بکر بن ابی شیبہ نے کہا : ہمیں شبابہ نے حدیث سنائی ، ان دونوں ( ابن جعفر اور شبابہ ) نے شعبہ سے اسی سند کے ساتھ حدیث روایت کی ۔ ابن جعفر کی روایت میں ‘ ‘ میں نے اس کا گلا گھونٹا ’’ کے الفاظ نہیں جبکہ ابن ابی شبیہ نے اپنی روایت میں کہا : ‘ ‘ میں نے اسے پیچھے دھکا دیا ۔ ’’
hadith|542|حضرت ابو درداء رضی اللہ تعالیٰ عنہ سے روایت ہے ، انھوں نے کہا : رسول اللہ ﷺ قیام ( کی حالت ) میں تھے کہ ہم نے آپ کو یہ کہتے ہوئے سنا : ‘ ‘ میں تجھ سے اللہ کی پنا میں آتا ہوں ۔ ’’ پھر آپ نے فرمایا : ‘ ‘ میں تجھ پر اللہ کی لعنت بھیجتا ہوں ۔ ’’ آپ نے یہ تین بار کہا اور آپ نے اپنا ہاتھ بڑھایا ، گویا کہ آپ کسی چیز کو پکڑ رہے ہیں ، جب آپ نماز سے فارغ ہوئے تو ہم نے پوچھا : اے اللہ کے رسول ! ہم نے آب کو نماز میں کچھ کہتے سنا ہے جو اس سے پہلے آب کو کبھی کہتے نہیں سنا اور ہم نے آپ کو دیکھا کہ آپ نے اپنا ہاتھ ( آگے ) بڑھایا ۔ آب نے فرمایا ‘ ‘ اللہ دشمن ابلیس آگ کا ایک شعلہ لے کر آیا تھا تا کہ اسے میرے چہرے پر ڈال دے ، میں نے تین دفعہ اعوذ باللہ منک ‘ ‘ میں تجھ سے اللہ کی پنا ہ مانگتا ہوں’’ کہا ، پھر میں نے تین بار کہا : میں تجھ پر اللہ کی کامل لعنت بھیجتا ہوں ۔ وہ پھر بھی پیچھے نہ ہٹا تو میں نے اسے پکڑ نے کا ارادہ کر لیا ۔ اللہ کی قسم ! اگر ہمارے بھائی سلیمان علیہ السلام کی دعا نہ ہوتی تو وہ صبح تک بندھا رہتا اور مدینہ والوں کے بچے اس کے ساتھ کھیلتے ۔ ’’
chapter||The permissibility of carrying children during prayer, and their garments are regarded as being pure until it is realized that they are impure. Few actions will not invalidate the prayer, and the same applies if several such actions are done but are done separately
hadith|543a|
hadith|543b|عثمان بن ابی سلیمان اور ابن عجلان دونوں نے عامر بن عبداللہ بن زبیر کو عمرو سلیم زرقی سے حدیث بیان کرتے ہوئے سنا ، انھوں نے حضرت ابو قتادہ انصاری رضی اللہ تعالیٰ عنہ سے روایت کی ، کہا میں نے نبی اکرم ﷺ کو دیکھا ۔ آپ لوگوں کی امات کر رہے تھے ، اور ابو العاص رضی اللہ تعالیٰ عنہ کی بیٹی امامہ رضی اللہ تعالیٰ عنہا جو نبی اکرم ﷺ کی صاحبزادی زینب رضی اللہ عنہا کی بیٹی تھیں ، آپ کے کندے پر تھیں ، جب آپ رکوع میں جاتے تو انھیں کندھے سے اتار دیتے اور جب سجدے سے اٹھتے تو پھر سے انھیں اٹھا لیتے ۔
hadith|543c|بکیر ( بن عبداللہ ) نے عمرو بن سلیم زرقی سے روایت کی ، انھوں نے کہا : میں نے حضرت ابو قتادہ انصاری رضی اللہ تعالیٰ عنہ سے سنا ، وہ کہہ رہے تھے : میں نے رسول اللہ ﷺ کو دیکھا ، آپ لوگوں کو نماز پڑھا رہے تھے اور ابو العاص رضی اللہ تعالیٰ عنہ کی بیٹی امامہ رضی اللہ تعالیٰ عنہا آپ کی گردن پر تھیں ، جب آپ سجدہ کرتے تو انھیں اتار دیتے ۔
hadith|543d|سعید مقبری نے عمر و بن سلیم زرقی سے روایت کی ، انھوں نے حضرت ابو قتادہ رضی اللہ تعالیٰ عنہ کو کہتے ہوئے سنا : ہم مسجد میں بیٹھے ہوئے تھے کہ اسی اثنا میں رسول اللہ ﷺ ( گھر سے ) نکل کر ہمارے پاس تشریف لائے ...... ( آگے ) مذکورہ بالا روایوں کی حدیث کے مانند حدیث بیان کی ، مگر انھوں ( سعید مقبری ) نے یہ بیان نہیں کیا کہ اس نما میں آپ لوگوں کی امامت فرمائی تھی ۔
chapter||The permissibility of taking one or two steps while praying, and that is not disliked if done for a reason. The permissibility of the Imam praying in a place that is higher than the people praying behind him, if that is done for a reason, such as teaching them how to offer prayers, and other than that.
hadith|544a|
hadith|544b|یعقوب بن عبدالرحمن بن محمد بن عبداللہ بن عبد ، قار ی قرشی نے کہا : مجھے ابو حازم نے حدیث سنائی کہ کچھ لوگ حضرت سہل بن سعد ساعدی رضی اللہ تعالیٰ عنہ کے پاس آئے ، نیز سفیان بن عیینہ نے ابو حازم سے حدیث سنائی کہ لوگ سہل بن سعد رضی اللہ تعالیٰ عنہ کے پاس آئے اور ان سے پوچھا : نبی اکرم ﷺ کا منبر کس ( لکڑی ) سے ( بنا ہوا ) ہے ....... ( آگے ) ابن ابی حازم کی روایت کی حدیث کی طرح ہے ۔
chapter||It is disliked to put the hands on the waist during the prayer
hadith|545|حکم بن موسیٰ قنطری نے کہا : ہمیں عبداللہ بن مبارک نے حدیث سنائی ، نیز ابو بکر ابن ابی شیبہ نے کہا : ہمیں ابو خالد اور ابو اسامہ نے حدیث سنائی ، ان سب نے ہشام سے ، انھوں نے محمد ( بن سیرین ) سے ، انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے اور انھوں نے نبی ﷺ سے روایت کی کہ آپ نے س بات سے منع فرمایا کہ کوئی آدمی پہلو پر ہاتھ رکھے ہوئے نماز پڑھے ۔ امام مسلم کے استاد ابو بکر کی روایت میں ( نبی ﷺ کے بجائے ) ‘ ‘ رسول اللہ ﷺ نے منع فرمایا ’’ کے الفاظ ہیں ۔
chapter||It is disliked to smooth the pebbles or make the dirt level during salat
hadith|546a|
hadith|546b-d|
chapter||The prohibition of spitting in the masjid, during prayer and at other times. The prohibition of a praying person spitting in front of him or to his right
hadith|547a|
hadith|547b|عبید اللہ ، لیث بن سعد ، ایوب ، ضحاک بن عثمان اور موسیٰ بن عقبہ سب نے نافع سے ، انھوں نے حضرت ابن عمر رضی اللہ تعالیٰ عنہ سے اور انھوں نے نبی اکرم ﷺ سے روایت کی کہ آپ ﷺ نے مسجد کے قبلے ( کی سمت ) میں بلغم دیکھا ۔ سوائے ضحاک کے کہ ان کی روایت میں ( مسجد کے قبلے کے بجائے ) ‘ ‘ قبلے ( کی سمت ) میں ’’ کے الفاظ ہیں ..... ( آگے ) امام مالک کی حدیث کے ہم معنی روایت ہے ۔
hadith|548a|
hadith|548b|(سفیان کے بجائے ) یونس اور ابراہیم نے ابن شہاب سے ، انھوں نے حمید بن عبدالرحمن سے روایت کی کہ حضرت ابو ہریرہ اور ابو سعید رضی اللہ تعالیٰ عنہما دونوں نے انھیں خبر دی کہ رسول اللہ ﷺ نے بلغم ملا تھوک دیکھا ........ ( ٖآگے ) ابن عینہ کی حدیث کے مانند ہے ۔
hadith|549|حضرت عائشہ رضی اللہ تعالی عنہا سے روایت ہے کہ نبی اکرم ﷺ نے قبلے کی دیوار پر تھوک یا رینٹ یا بلغم دیکھا تو کھرچ ڈالا ۔
hadith|550a|
hadith|550b|(ابن علیہ کے بجائے ) عبدالوارث ، ہشیم اورشعبہ نے قاسم بن مہران سے حدیث بیان کی ۔ انھوں نے ابو رافع سے ، انھوں نے حضرت ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے ، انھوں نے نبی ﷺ سے ابن علیہ کی حدیث کی طرح ( روایت بیان کی ۔ ) ہشیم کی حدیث میں یہ اضافہ کیا : ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے کہا : جیسے میں دیکھ رہا ہوں کہ رسول اللہ ﷺ کپڑے کا ایک حصہ دوسرے پر لوٹا ( رگڑ ) رہے ہیں ۔ ( اس طرح مسجد میں گندگی نہیں پھیلتی اور کپڑے کو باہر لے جا کر دھویا جاسکتا ہے ۔)
hadith|551|حضرت انس بن مالک ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے روایت ہے ، کہا : رسول اللہ ﷺ نے فرمایا : ’’جب تم میں سے کوئی نماز میں ہوتا ہے تو وہ اپنے رب سے راز و نیاز کرتا ہے ، اس لیے وہ نہ اپنے سامنے تھوکے نہ ہی دائیں طرف ، البتہ بائیں طرف پاؤں کے نیچے ( تھوک لے ۔ ) ‘ ‘
hadith|552a|
hadith|552b|(ابو عوانہ کے بجائے ) شعبہ نے کہا : میں نے قتادہ سے مسجد میں تھوکنے کے بارے میں پوچھا تو انھوں نے کہا : میں نے حضرت انس بن مالک ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے سنا ، وہ کہتے تھے کہ میں نے رسول اللہ ﷺ کو فرماتے ہوئے سنا : ’’ مسجد میں تھوکنا ایک گنا ہ ہے اور اس کا کفارہ اسے دفن کرنا ہے ۔ ‘ ‘
hadith|553|حضرت ابو ذر ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے نبی اکرم ﷺ سے روایت کی ، آپ نے فرمایا : ’’ میرے سامنے میری امت کے اچھے اور برے اعمال پیش کیے گئے ، میں نے اس کے اچھے اعمال میں راستے سے تکلیف دہ چیز ہٹانے کو دیکھا ، اس کے برے اعمال میں بلغم کو پا یا جو مسجد میں ہوتا ہے اور اسے دفن نہیں کیا جاتا ۔ ‘ ‘
hadith|554a|
hadith|554b|جریری نے ابو علاء یزید بن عبداللہ بن شخیر سے اور انھوں نے اپنے والد سے روایت کی کہ انھوں نے رسول اللہ ﷺ کی معیت میں نماز پڑھی ۔ کہا : آپ نے گلے سے بلغم نکالا اور اسے اپنے بائیں جوتے سے مسل ڈالا ۔
chapter||The permissibility of offering salat while wearing shoes
hadith|555a|
hadith|555b|(بشر کے بجائے ) عباد بن عوام نے کہا : ہمیں ابو مسلمہ سعید بن یزید نے حدیث سنائی ، انھوں نے کہا : میں نے حضرت انس ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے سوال کیا ..... ( آگے ) پہلی روایت کی طرح ہے
chapter||It is disliked to offer salat in a garment with markings
hadith|556a|
hadith|556b|یونس نے ابن شہاب ( زہری ) سے خبر دی ، انھوں نے کہا : مجھے عروہ بن زبیر نے حضرت عائشہ رضی اللہ تعالیٰ عنہا سے خبر دی ، انھوں نے کہا : رسول اللہ ﷺ ایک بیل بوٹوں والی منقش چادر پر نماز پڑھنے کے لیے کھڑے ہوئے تو اس کے نقش و نگار پر آپ کی نظر پڑی ، جب آپ اپنی نماز سے فارغ ہوئے تو فرمایا : ’’یہ منقش چادر ابو جہم بن حذیفہ کے پاس لے جاؤ اور مجھے اس کی ( سادہ ) انبجانی چادر لادو کیونکہ اس نے ابھی میر نماز سے میری توجہ ہٹا دی تھی ۔ ‘ ‘
hadith|556c|(ابن شہاب زہری کے بجائے ) ہشام نے اپنے والد عروہ سے اور انھوں نے حضرت عائشہ رضی اللہ تعالی عنہا سے روایت کی کہ نبی اکرم ﷺ کے پاس ایک منقش چادر تھی جس پر بیل بوٹے بنے ہوئے تھے ، نماز میں آپ کا خیال اس کی طرف چلا جاتا تھا ، آپ نے وہ ابو جہم کو دے دی اور اس کی ( بیل بوٹوں کے بغیر سادہ ) انبجانی چادر اس سے لے لی ۔ ( یہ چادر آذر بیجان کے ایک شہر انبجان کی طرف منسوب تھی ۔)
chapter||It is disliked to offer salat in the presence of food that one wants to eat. It is disliked to offer salat while restraining the urge to relieve oneself, and so on
