collection||المستدرك على الصحيحين
hadith|4450|أخبرني أبو العباس محمد بن أحمد المحبوبي بمرو ثنا أحمد بن يسار ثنا محمد بن كثير ثنا سفيان عن إسماعيل بن أبي خالد عن أبي بكر بن أبي زهير عن أبي بكر الصديق رضي الله عنه قال قلت * يا رسول الله كيف الصلاح بعد هذه الآية من يعمل سوأ يجز به فكل سوء عملناه جزينا به قال غفر الله لك يا أبا بكر قاله ثلاثا يا أبا بكر ألست تمرض ألست تحزن ألست تنصب ألست تصيبك اللأواء قلت نعم قال فهو ما تجزون به في الدنيا هذا حديث صحيح الإسناد ولم يخرجاه
hadith|4451|حدثنا أبو بكر بن إسحاق الفقيه وعلي بن حمشاد العدل وأبو محمد عبد الله بن محمد الصيدلاني وأبو محمد عبد الله بن إسحاق البغوي ببغداد وأبو أحمد بكر بن محمد الصيرفي بمرو قالوا ثنا أبو بكر محمد بن سليمان بن الحارث الواسطي ثنا أبو إسماعيل حفص بن عمر الأيلي ثنا مسعر بن كدام عن عبد الملك بن عمير عن ربعي بن حراش عن حذيفة بن اليمان رضي الله عنهما قال سمعت رسول الله صلى الله عليه وسلم يقول * اقتدوا باللذين من بعدي أبي بكر وعمر واهتدوا بهدي عمار وتمسكوا بعهد بن أم عبد
hadith|4452|حدثناه أبو عبد الله محمد بن عبد الله الصفار وأبو محمد عبد الله بن محمد بن إسحاق العدل ببغداد قالا ثنا إبراهيم بن إسماعيل السيوطي ثنا يحيى بن عبد الحميد ثنا أبي عن سفيان بن سعيد ومسعر بن كدام عن عبد الملك بن عمير عن ربعي بن حراش عن حذيفة رضي الله عنه قال قال رسول الله صلى الله عليه وسلم * اقتدوا باللذين من بعدي أبي بكر وعمر واهتدوا بهدي عمار وتمسكوا بعهد بن أم عبد
hadith|4453|وأخبرني أحمد بن الحسن بن عبد الله ثنا محمد بن عبدوس بن كامل ثنا هناد بن السري ثنا وكيع ثنا مسعر عن عبد الملك بن عمير عن ربعي بن حراش عن حذيفة رضي الله عنه قال قال رسول الله صلى الله عليه وسلم * اقتدوا باللذين من بعدي أبي بكر وعمر واهتدوا بهدي عمار وإذا حدثكم بن أم عبد فصدقوه
hadith|4454|فحدثنا أبو بكر بن إسحاق وعلي بن حمشاد قالا ثنا بشر بن موسى ثنا الحميدي ثنا سفيان عن عبد الملك بن عمير عن هلال مولى ربعي بن حراش عن ربعي بن حراش عن حذيفة رضي الله عنه أن رسول الله صلى الله عليه وسلم قال * اقتدوا باللذين من بعدي أبي بكر وعمر وقد
hadith|4455|حدثنيه أبو بكر محمد بن عبيد الله الفقيه ثنا محمد بن حمدون بن خالد ثنا علي بن عثمان النفيلي ثنا إسحاق بن عيسى بن الطباع ثنا سفيان بن عيينة عن مسعر عن عبد الملك بن عمير عن ربعي بن حراش عن حذيفة بن اليمان رضي الله عنهما أن رسول الله صلى الله عليه وسلم قال * اقتدوا باللذين من بعدي أبي بكر وعمر واهتدوا بهدي عمار وتمسكوا بعهد بن أم عبد هذا حديث من أجل ما روي في فضائل الشيخين وقد أقام هذا الإسناد عن الثوري ومسعر يحيى الحماني وأقامه أيضا عن مسعر ووكيع وحفص بن عمر الأيلي ثم قصر بروايته عن بن عيينة الحميدي وغيره وأقام الإسناد عن بن عيينة إسحاق بن عيسى بن الطباع فثبت بما ذكرنا صحة هذا الحديث وإن لم يخرجاه وقد وجدنا له شاهدا بإسناد صحيح عن عبد الله بن مسعود
hadith|4456|حدثنا أبو بكر بن إسحاق أنبأ عبد الله بن أحمد بن حنبل ثنا إبراهيم بن إسماعيل بن يحيى بن سلمة بن كهيل ثنا أبي عن أبيه عن جده عن أبي الزعراء عن عبد الله بن مسعود رضي الله عنه قال قال رسول الله صلى الله عليه وسلم * اقتدوا باللذين من بعدي أبي بكر وعمر واهتدوا بهدي عمار وتمسكوا بعهد بن مسعود
hadith|4457|حدثنا أبو العباس محمد بن يعقوب ثنا جعفر بن محمد بن شاكر ثنا عفان بن مسلم ثنا وهيب ثنا داود بن أبي هند ثنا أبو نضرة عن أبي سعيد الخدري رضي الله عنه قال * لما توفي رسول الله صلى الله عليه وسلم قام خطباء الأنصار فجعل الرجل منهم يقول يا معشر المهاجرين إن رسول الله صلى الله عليه وسلم كان إذا استعمل رجلا منكم قرن معه رجلا منا فنرى أن يلي هذا الأمر رجلان أحدهما منكم والآخر منا قال فتتابعت خطباء الأنصار على ذلك فقام زيد بن ثابت فقال إن رسول الله صلى الله عليه وسلم كان من المهاجرين وإن الإمام يكون من المهاجرين ونحن أنصاره كما كنا أنصار رسول الله صلى الله عليه وسلم فقام أبو بكر رضي الله عنه فقال جزاكم الله خيرا يا معشر الأنصار وثبت قائلكم ثم قال أما لو فعلتم غير ذلك لما صالحناكم ثم أخذ زيد بن ثابت بيد أبي بكر فقال هذا صاحبكم فبايعوه ثم انطلقوا فلما قعد أبو بكر على المنبر نظر في وجوه القوم فلم ير عليا فسأل عنه فقال ناس من الأنصار فأتوا به فقال أبو بكر بن عم رسول الله صلى الله عليه وسلم وختنه أردت أن تشق عصا المسلمين فقال لا تثريب يا خليفة رسول الله صلى الله عليه وسلم فبايعه ثم لم ير الزبير بن العوام فسأل عنه حتى جاؤوا به فقال بن عمة رسول الله صلى الله عليه وسلم وحواريه أردت أن تشق عصا المسلمين فقال مثل قوله لا تثريب يا خليفة رسول الله صلى الله عليه وسلم فبايعاه هذا حديث صحيح على شرط الشيخين ولم يخرجاه
hadith|4458|حدثنا أبو عمرو عثمان بن أحمد بن السماك الزاهد ببغداد ثنا إبراهيم بن الهيثم البلوي ثنا محمد بن كثير الصنعاني ثنا معمر عن الزهري عن عروة عن عائشة رضي الله عنها قالت * لما أسري بالنبي صلى الله عليه وسلم إلى المسجد الأقصى أصبح يتحدث الناس بذلك فارتد ناس ممن كان آمنوا به وصدقوه وسعى رجال من المشركين إلى أبي بكر رضي الله عنه فقالوا هل لك إلى صاحبك يزعم أنه أسري به الليلة إلى بيت المقدس قال أو قال ذلك قالوا نعم قال لئن قال ذلك لقد صدق قالوا أو تصدقه أنه ذهب الليلة إلى بيت المقدس وجاء قبل أن يصبح فقال نعم إني لأصدقه ما هو أبعد من ذلك أصدقه في خبر السماء في غدوة أو روحة فلذلك سمي أبا بكر الصديق رضي الله عنه هذا حديث صحيح على شرط الشيخين ولم يخرجاه فإن محمد بن كثير الصنعاني صدوق
hadith|4459|حدثنا أبو العباس محمد بن يعقوب ثنا إبراهيم بن مرزوق ثنا سعيد بن عامر ثنا عمر بن علي المقدمي عن أبي حازم عن سهل بن سعد رضي الله عنه قال * أذن بلال لصلاة الظهر فجاء الصياح قبل بني عمرو بن عوف أنه قد وقع بينهم شر حتى تراموا بالحجارة فأتاهم النبي صلى الله عليه وسلم فقال يا أبا بكر إن أقيمت الصلاة فتقدم فصل بالناس فقال نعم هذا حديث صحيح على شرط الشيخين ولم يخرجاه هكذا إنما اتفقا على ذلك في مرض النبي صلى الله عليه وسلم الذي مات فيه
