collection||Sahih al Bukhari
hadith|1283|Telah menceritakan kepada kami [Adam] telah menceritakan kepada kami [Syu'bah] telah menceritakan kepada kami [Tsabit] dari [Anas bin Malik radliallahu 'anhu] berkata,: Nabi Shallallahu'alaihiwasallam pernah berjalan melewati seorang wanita yang sedang menangis di sisi kubur. Maka Beliau berkata,: "Bertakwalah kepada Allah dan bersabarlah". Wanita itu berkata,: "Kamu tidak mengerti keadaan saya, karena kamu tidak mengalami mushibah seperti yang aku alami". Wanita itu tidak mengetahui jika yang menasehati itu Nabi Shallallahu'alaihiwasallam. Lalu diberi tahu: "Sesungguhnya orang tadi adalah Nabi Shallallahu'alaihiwasallam. Spontan wanita tersebut mendatangi rumah Nabi Shallallahu'alaihiwasallam namun dia tidak menemukannya. Setelah bertemu dia berkata; "Maaf, tadi aku tidak mengetahui anda". Maka Beliau bersabda: "Sesungguhnya sabar itu pada kesempatan pertama (saat datang mushibah)
chapter||The statement of the Prophet (ﷺ) ﷺ : "The deceased is punished because of the weeping (with wailing) of some of his relatives, if wailing was the custom of that dead person."
chapter_intro||لِقَوْلِ اللَّهِ تَعَالَى: {قُوا أَنْفُسَكُمْ وَأَهْلِيكُمْ نَارًا}. وَقَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «كُلُّكُمْ رَاعٍ، وَمَسْئُولٌ عَنْ رَعِيَّتِهِ». فَإِذَا لَمْ يَكُنْ مِنْ سُنَّتِهِ، فَهُوَ كَمَا قَالَتْ عَائِشَةُ رَضِيَ اللَّهُ عَنْهَا: {لاَ تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَى}. وَهُوَ كَقَوْلِهِ: {وَإِنْ تَدْعُ مُثْقَلَةٌ} ذُنُوبًا {إِلَى حِمْلِهَا لاَ يُحْمَلْ مِنْهُ شَيْءٌ} وَمَا يُرَخَّصُ مِنَ الْبُكَاءِ فِي غَيْرِ نَوْحٍ. وَقَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «لاَ تُقْتَلُ نَفْسٌ ظُلْمًا إِلاَّ كَانَ عَلَى ابْنِ آدَمَ الأَوَّلِ كِفْلٌ مِنْ دَمِهَا». وَذَلِكَ لأَنَّهُ أَوَّلُ مَنْ سَنَّ الْقَتْلَ.
hadith|1284|Telah menceritakan kepada kami ['Abdan] dan [Muhammad] keduanya berkata, telah mengabarkan kepada kami ['Abdullah] telah mengabarkan kepada kami ['Ashim bin Sulaiman] dari [Abu 'Utsman] berkata, telah menceritakan kepada saya [Usamah bin Zaid radliallahu 'anhuma] berkata; Putri Nabi Shallallahu'alaihiwasallam datang untuk menemui Beliau dan mengabarkan bahwa; "Anakku telah meninggal, maka datanglah kepada kami". Maka Nabi Shallallahu'alaihiwasallam memerintahkannya untuk menyampaikan salam lalu bersabda: "Sesungguhnya milik Allah apa yang diambilNya dan apa yang diberiNya. Dan segala sesuatu disisiNya sesudah ditentukan ajalnya, maka bersabarlah engkau karenanya dan mohonkanlah pahala darinya." Kemudian dia datang lagi kepada Beliau dan meminta dengan sangat agar Beliau bisa datang. Maka Beliau berangkat, bersamanya ada Sa'ad bin 'Ubadah, Mu'adz bin Jabal, Ubay bin Ka'ab, Zaid bin Tsabit dan beberapa orang lain. Kemudian bayi tersebut diserahkan kepada Nabi Shallallahu'alaihiwasallam dan hati Beliau nampak berguncang (karena bersedih). Aku menduga dia berkata,: Seakan dia seperti geriba yang kosong. Maka mengalirlah air mata Beliau. Sa'ad berkata,: "Wahai Rasulullah, mengapakah engkau menangis? Beliau berkata,: "Inilah rahmat yang Allah berikan kepada hati hamba-hambaNya dan sesungguhnya Allah akan merahmati diantara hamba-hambaNya mereka yang saling berkasih sayang
hadith|1285|Telah menceritakan kepada kami ['Abdullah bin Muhammad] telah menceritakan kepada kami [Abu 'Amir] telah menceritakan kepada kami [Fulaih bin Sulaiman] dari [Hilal bin 'Ali] dari [Anas bin Malik radliallahu 'anhu] berkata,: "Kami menyaksikan pemakaman puteri Nabi Shallallahu'alaihiwasallam." Dia (Anas bin Malik radliallahu 'anhu) berkata,: "Dan saat itu Rasulullah Shallallahu'alaihiwasallam duduk disisi liang lahad. Dia (Anas bin Malik radliallahu 'anhu) berkata,: Lalu aku melihat kedua mata Beliau mengucurkan air mata". Dia (Anas bin Malik radliallahu 'anhu) berkata,: Maka Beliau bertanya: "Siapakah diantara kalian yang malam tadi tidak berhubungan (dengan isterinya)?". Berkata Abu Tholhah: "Aku". Beliau berkata,: "Turunlah engkau ke lahad!". Dia (Anas bin Malik radliallahu 'anhu) berkata,: "Maka Beliaupun ikut turun kedalam kuburnya
hadith|1286,1287,1288|
hadith|1289|Telah menceritakan kepada kami ['Abdullah bin Yusuf] telah mengabarkan kepada kami [Malik] dari ['Abdullah bin Abu Bakar] dari [bapaknya] dari ['Amrah binti 'Abdurrahman] ia mengabarkannya bahwasanya ia mendengar ['Aisyah radliallahu 'anha] isteri Nabi Shallallahu'alaihiwasallam berkata, Rasulullah Shallallahu'alaihiwasallam pernah melewati (kubur) seorang wanita yahudi yang suaminya menangisinya, lalu Beliau bersabda: "Mereka sungguh menangisinya padahal ia sedang diadzab dikuburnya
hadith|1290|Telah menceritakan kepada kami [Isma'il bin Khalil] telah menceritakan kepada kami ['Ali bin Mushir] telah menceritakan kepada kami [Abu Ishaq] dia adalah dari suku Asy-Syaibaniy dari [Abu Burdah] dari [bapaknya] berkata; Ketika 'Umar radliallahu 'anhu terbunuh Shuhaib berkata, sambil menangis: "Wahai saudaraku". Maka ['Umar radliallahu 'anhu] berkata,: Bukankah kamu mengetahui bahwa Nabi Shallallahu'alaihiwasallam telah bersabda "Sesungguhnya mayat pasti akan disiksa disebabkan tangisan orang yang masih hidup
chapter||What (sort of) wailing over a deceased is disliked
chapter_intro||وَقَالَ عُمَرُ رَضِيَ اللَّهُ عَنْهُ دَعْهُنَّ يَبْكِينَ عَلَى أَبِي سُلَيْمَانَ مَا لَمْ يَكُنْ نَقْعٌ أَوْ لَقْلَقَةٌ. وَالنَّقْعُ التُّرَابُ عَلَى الرَّأْسِ، وَاللَّقْلَقَةُ الصَّوْتُ.
hadith|1291|Telah menceritakan kepada kami [Abu Nu'aim] telah menceritakan kepada kami [Sa'id bin 'Ubaid] dari ['Ali bin Rabi'ah] dari [Al Mughirah radliallahu 'anhu] berkata; Aku mendengar Nabi Shallallahu'alaihiwasallam bersabda: "Sesungguhnya berdusta kepadaku tidak sama dengan orang yang berdusta kepada orang lain. Barangsiapa yang berdusta atas namaku dengan sengaja maka hendaklah dia bersiap-siap (mendapat) tempat duduknya di neraka. Aku juga mendengar Nabi Shallallahu'alaihiwasallam bersabda: "Barangsiapa yang meratapi mayat maka mayat itu akan disiksa disebabkan ratapan kepadanya
hadith|1292|Telah menceritakan kepada kami ['Abdan] berkata, telah mengabarkan [bapakku] kepadaku dari [Syu'bah] dari [Qatadah] dari [Sa'id AL Musayyab] dari [Ibnu 'Umar] dari [bapaknya radliallahu 'anhuma] dari Nabi Shallallahu'alaihiwasallam bersabda: "Mayat akan disiksa didalam kuburnya disebabkan ratapan kepadanya". Hadits ini dikuatkan oleh ['Abdu Al A'laa] telah menceritakan kepada kami [Yazid bin Zurai'] telah menceritakan kepada kami [Sa'id] telah menceritakan kepada kami [Qatadah] dan berkata, [Adam] dari [Syu'bah]: "Sesungguhnya mayat pasti akan disiksa disebabkan tangisan orang yang masih hidup kepadanya
chapter||باب
hadith|1293|Telah menceritakan kepada kami ['Ali bin 'Abdullah] telah menceritakan kepada kami [Sufyan] telah menceritakan kepada kami [Ibnu Al Munkadir] berkata; Aku mendengar [Jabir bin 'Abdullah radliallahu 'anhu] berkata,: "Pada hari Perang Uhud, bapakku didatangkan dalam kondisi sudah terbunuh dengan bagian anggota badannya ada yang terpotong hingga diletakkan di hadapan Rasulullah Shallallahu'alaihiwasallam, sedangkan jasadnya sudah ditutup dengan kain. Maka aku menghampiri untuk membukanya namun kaumku mencegahku. Aku coba sekali lagi untuk membukanya namun kaumku tetap mencegahku hingga akhirnya Rasulullah Shallallahu'alaihiwasallam memerintahkan untuk diangkat (dibawa). Saat itu Beliau mendengar ada suara teriakan. Maka Beliau bertanya: "(Suara) siapakah itu?". Orang-orang menjawab: "Putri dari 'Amru" atau "saudara perempuan 'Amru. Kemudian Beliau berkata,: "Mengapa kamu menangis?" atau "Janganlah kamu menangis, karena malaikat senantiasa akan menaunginya dengan sayap-sayapnya hingga (jenazah) ini diangkat
chapter||He who tears off his clothes (when afflicted with a calamity) is not from us
hadith|1294|Telah menceritakan kepada kami [Abu Nu'aim] telah menceritakan kepada kami [Sufyan] telah menceritakan kepada kami [Zubaid Al Yamiy] dari [Ibrahim] dari [Masruq] dari ['Abdullah radliallahu 'anhu] berkata; Nabi Shallallahu'alaihiwasallam telah bersabda: "Bukan dari golongan kami siapa yang menampar-nampar pipi, merobek-robek baju dan menyeru dengan seruan jahiliyyah (meratap)
chapter||The sorrow of the Prophet (ﷺ) for Sa'ad bin Khaula
hadith|1295|Telah menceritakan kepada kami ['Abdullah bin Yusuf] telah mengabarkan kepada kami [Malik] dari [Ibnu Syihab] dari ['Amir bin Sa'ad bin Abu Waqash] dari [bapaknya] radliallahu 'anhu berkata; Rasulullah Shallallahu'alaihiwasallam pernah mengunjungiku pada hari Haji Wada' (perpisahan) saat sakitku sudah sangat parah, lalu aku berkata: " Sakitku sudah sangat parah (menjelang kematianku) dan aku banyak memiliki harta sedangkan tidak ada yang akan mewarisinya kecuali anak perempuanku. Bolehkah aku menyedekahkan sepertiga dari hartaku ini?. Beliau menjawab: "Tidak boleh". Aku katakan lagi: "Bagaimana kalau setengahnya?". Beliau menjawab: "Tidak boleh". Kemudian Beliau melanjutkan: "Sepertiga dan sepertiga itu sudah besar atau banyak. Sesungguhnya kamu bila meninggalkan ahli warismu dalam keadaan berkecukupan (kaya) itu lebih baik dari pada kamu meninggalkan mereka serba kekurangan sehingga nantinya mereka meminta-minta kepada manusia. Dan kamu tidaklah menginfaqkan suatu nafaqah yang hanya kamu hanya niatkan mencari ridha Allah kecuali kamu pasti diberi balasan pahala atasnya bahkan sekalipun nafkah yang kamu berikan untuk mulut isterimu". Lalu aku bertanya: "Wahai Rasulullah, apakah aku diberi umur panjang setelah sahabat-sahabatku?. Beliau berkata,: "Tidaklah sekali-kali engkau diberi umur panjang lalu kamu beramal shalih melainkan akan bertambah derajat dan kemuliaanmu. Dan semoga kamu diberi umur panjang sehingga orang-orang dapat mengambil manfaat dari dirimu dan juga mungkin dapat mendatangkan madharat bagi kaum yang lain. Ya Allah sempurnakanlah pahala hijrah sahabat-sahabatku dan janganlah Engkau kembalikan mereka ke belakang". Namun Sa'ad bin Khaulah membuat Rasulullah Shallallahu'alaihiwasallam bersedih karena dia akhirnya meningal dunia di Makkah
chapter||Shaving the head on a calamity is forbidden
hadith|1296|
chapter||He who slaps his cheeks is not from us
hadith|1297|Telah menceritakan kepada kami [Muhammad bin Basysyar] telah menceritakan kepada kami ['Abdurrahman] telah menceritakan kepada kami [Sufyan] dari [Al A'masy] dari ['Abdullah bin Murrah] dari [Masruq] dari ['Abdullah radliallahu 'anhu] dari Nabi shallallahu 'alaihi wasallam bersabda: "Bukan dari golongan kami siapa yang memukul-mukul pipi, merobek-robek baju dan menyeru dengan seruan jahiliyyah (meratap)
chapter||Prohibition of wailing and following the traditions of the Days of Ignorance when afflicted with a calamity
hadith|1298|Telah menceritakan kepada kami ['Umar bin Hafsh] telah menceritakan kepada kami [bapakku] telah menceritakan kepada kami [Al A'masy] dari ['Abdullah bin Murrah] dari [Masruq] dari ['Abdullah radliallahu 'anhu] dari Nabi shallallahu 'alaihi wasallam bersabda: "Bukan dari golongan kami siapa yang memukul-mukul pipi, merobek-robek baju dan menyeru dengan seruan jahiliyyah (meratap)
chapter||Whoever sat down and looked sad when afflicted with a calamity
hadith|1299|Telah menceritakan kepada kami [Muhammad bin Al Mutsanna] telah menceritakan kepada kami ['Abdul Wahhab] berkata, aku mendengar [Yahya] berkata, telah mengabarkan kepada saya ['Amrah] berkata; Aku mendengar ['Aisyah radliallahu 'anha] berkata,: "Ketika telah tiba di hadapan Nabi Shallallahu'alaihiwasallam jenazah Ibnu Haritsah, Ja'far dan Ibnu Rawahah, Beliau duduk dengan nampak kesedihannya sedangkan aku melihat dari lobang pintu. Lalu datang seorang laki-laki seraya berkata,: "Sesungguhnya isteri-isterinya Ja'far", lalu orang itu menceritakan tentang tangisan mereka. Maka Beliau memerintahkan laki-laki itu agar melarang mereka. Orang itu pergi namun kemudian datang untuk kedua kalinya dan belum berhasil melaksanakan perintah Beliau. Lalu Beliau berkata,: "Laranglah mereka?". Orang itu datang untuk ketiga kalinya seraya berkata,: "Demi Allah, mereka mengalahkan kami wahai Rasulullah!". 'Aisyah radliallahu 'anha menduga Beliau kemudian berkata,: "Sumpallah mulut-mulut nereka dengan tanah". Aku berkata kepada laki-laki itu: "Semoga Allah menyumpal hidungmu karena belum melaksanakan apa yang Rasulullah Shallallahu'alaihiwasallam perintahkan, serta kamu (membiarkan) tidak meninggalkan Rasulullah Shallallahu'alaihiwasallam dari kondisinya yang lelah dan kesusahan
hadith|1300|Telah menceritakan kepada kami ['Amru bin "Ali] telah menceritakan kepada kami [Muhammad bin Fudhail] telah menceritakan kepada kami ['Ashim Al Ahwal] dari [Anas radliallahu 'anhu] berkata,: "Rasulullah Shallallahu'alaihiwasallam melaksanakan do'a qunut selama sebulan pada waktu terbunuhnya para Qurra' (penghafal AL Qur'an). Dan belum pernah aku melihat Rasulullah Shallallahu'alaihiwasallam sedemikian sedih yang melebihi kesedihannya pada waktu itu
chapter||Whoever shows no signs of grief and sorrow on the falling of a calamity
chapter_intro||وَقَالَ مُحَمَّدُ بْنُ كَعْبٍ الْقُرَظِيُّ: الْجَزَعُ الْقَوْلُ السَّيِّئُ وَالظَّنُّ السَّيِّئُ. وَقَالَ يَعْقُوبُ عَلَيْهِ السَّلاَمُ: {إِنَّمَا أَشْكُو بَثِّي وَحُزْنِي إِلَى اللَّهِ}.
hadith|1301|Telah menceritakan kepada kami [Bisyir bin Al Hakam] telah menceritakan kepada kami [Sufyan bin 'Uyainah] telah mengabarkan kepada kami [Ishaq bin 'Abdullah bin Abu Tholhah] bahwasanya dia mendengar [Anas bin Malik radliallahu 'anhu] berkata; Anak dari Abu Tholhah dalam kondisi sakit yang parah. Katanya: "Dan akhirnya dia meninggal dunia". Saat itu Abu Tholhah sedang bepergian. Ketika isterinya melihat bahwa dia (anaknya) sudah meninggal, maka dia mengerjakan sesuatu dan meletakkannya di samping rumah. Ketika Abu Tholhah sudah datang, dia bertanya: "Bagaimana keadaan anak (kita)?. Isterinya menjawab: "Dia sudah tenang dan aku berharap dia sudah beristirahat".. Abu Tholhah menganggap bahwa isterinya berkata, benar adanya. Anas bin Malik radliallahu 'anhu; Maka dia tidur pada malam itu. Pada keesokan harinya, dia mandi. Ketika dia hendak pergi keluar, isterinya memberitahu bahwa anaknya sudah meninggal dunia. Kemudian dia shalat bersama Nabi Shallallahu'alaihiwasallam lalu dia menceritakan apa yang sudah terjadi antara dia berdua (dengan isterinya). Maka Rasulullah Shallallahu'alaihiwasallam berkata,: "Semoga Allah memberkahi kalian berdua pada malam kalian itu". Sufyan berkata; Ada seorang dari kalangan Anshar berkata,: "Kemudian setelah itu aku melihat keduanya memiliki sembilan anak yang semuanya telah hafal Al Qur'an
chapter||Patience is to be observed at the first stroke of a calamity
chapter_intro||وَقَالَ عُمَرُ رَضِيَ اللَّهُ عَنْهُ نِعْمَ الْعِدْلاَنِ، وَنِعْمَ الْعِلاَوَةُ {الَّذِينَ إِذَا أَصَابَتْهُمْ مُصِيبَةٌ قَالُوا إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ أُولَئِكَ عَلَيْهِمْ صَلَوَاتٌ مِنْ رَبِّهِمْ وَرَحْمَةٌ وَأُولَئِكَ هُمُ الْمُهْتَدُونَ}. وَقَوْلُهُ تَعَالَى: {وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلاَةِ وَإِنَّهَا لَكَبِيرَةٌ إِلاَّ عَلَى الْخَاشِعِينَ}.
hadith|1302|Telah menceritakan kepada kami [Muhammad bin Basysyar] telah menceritakan kepada kami [Ghundar] telah menceritakan kepada kami [Syu'bah] dari [Tsabit] berkata; Aku mendengar [Anas radliallahu 'anhu] dari Nabi Shallallahu'alaihiwasallam bersabda: "Sesungguhnya shabar itu pada kesempatan pertama (saat datang mushibah)
chapter||The saying of the Prophet (ﷺ): " Indeed we are grieved by your separation."
chapter_intro||وَقَالَ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «تَدْمَعُ الْعَيْنُ وَيَحْزَنُ الْقَلْبُ».
hadith|1303|Telah menceritakan kepada kami [Al Hasan bin 'Abdul 'Aziz] telah menceritakan kepada kami [Yahya bin Hassan] telah menceritakan kepada kami [Quraisy] dia adalah Ibnu Hayyan dari [Tsabit] dari [Anas bin Malik radliallahu 'anhu] berkata; Kami bersama Rasulullah Shallallahu'alaihiwasallam mendatangi Abu Saif Al Qaiyn yang (isterinya) telah mengasuh dan menyusui Ibrahim 'alaihissalam (putra Nabi Shallallahu'alaihiwasallam. Lalu Rasulullah Shallallahu'alaihiwasallam mengambil Ibrahim dan menciumnya. Kemudian setelah itu pada kesempatan yang lain kami mengunjunginya sedangkan Ibrahim telah meninggal. Hal ini menyebabkan kedua mata Rasulullah Shallallahu'alaihiwasallam berlinang air mata. Lalu berkatalah 'Abdurrahman bin 'Auf radliallahu 'anhu kepada Beliau: "Mengapa anda menangis, wahai Rasulullah?". Beliau menjawab: "Wahai Ibnu 'Auf, sesungguhnya ini adalah rahmat (tangisan kasih sayang) ". Beliau lalu melanjutkan dengan kalimat yang lain dan bersabda: "Kedua mata boleh mencucurkan air mata, hati boleh bersedih, hanya kita tidaklah mengatakan kecuali apa yang diridhai oleh Rabb kita. Dan kami dengan perpisahan ini wahai Ibrahim pastilah bersedih". Dan diriwayatkan oleh [Musa] dari [Sulaiman bin Al Mughirah] dari [Tsabit] dari [Anas bin Malik radliallahu 'anhu] dari Nabi Shallallahu'alaihiwasallam
