collection||Sahih al Bukhari
hadith|3887|ہم سے ہدبہ بن خالد نے بیان کیا، انہوں نے کہا ہم سے ہمام بن یحییٰ نے بیان کیا، ان سے قتادہ نے بیان کیا، ان سے انس بن مالک رضی اللہ عنہ نے بیان کیا اور ان سے مالک بن صعصعہ رضی اللہ عنہ نے بیان کیا، کہ نبی کریم صلی اللہ علیہ وسلم نے ان سے شب معراج کا واقعہ بیان کیا۔ آپ صلی اللہ علیہ وسلم نے فرمایا کہ میں حطیم میں لیٹا ہوا تھا۔ بعض دفعہ قتادہ نے حطیم کے بجائے حجر بیان کیا کہ میرے پاس ایک صاحب ( جبرائیل علیہ السلام ) آئے اور میرا سینہ چاک کیا۔ قتادہ نے بیان کیا کہ میں نے انس رضی اللہ عنہ سے سنا، وہ بیان کرتے تھے کہ یہاں سے یہاں تک۔ میں نے جارود سے سنا جو میرے قریب ہی بیٹھے تھے۔ پوچھا کہ انس رضی اللہ عنہ کی اس لفظ سے کیا مراد تھی؟ تو انہوں نے کہا کہ حلق سے ناف تک چاک کیا ( قتادہ نے بیان کیا کہ ) میں نے انس سے سنا، انہوں نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم کے سینے کے اوپر سے ناف تک چاک کیا، پھر میرا دل نکالا اور ایک سونے کا طشت لایا گیا جو ایمان سے بھرا ہوا تھا، اس سے میرا دل دھویا گیا اور پہلے کی طرح رکھ دیا گیا۔ اس کے بعد ایک جانور لایا گیا جو گھوڑے سے چھوٹا اور گدھے سے بڑا تھا اور سفید! جارود نے انس رضی اللہ عنہ سے پوچھا: ابوحمزہ! کیا وہ براق تھا؟ آپ نے فرمایا کہ ہاں۔ اس کا ہر قدم اس کے منتہائے نظر پر پڑتا تھا ( نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ ) مجھے اس پر سوار کیا گیا اور جبرائیل مجھے لے کر چلے آسمان دنیا پر پہنچے تو دروازہ کھلوایا، پوچھا گیا کون صاحب ہیں؟ انہوں نے بتایا کہ جبرائیل ( علیہ السلام ) پوچھا گیا اور آپ کے ساتھ کون ہے؟ آپ نے بتایا کہ محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا، کیا انہیں بلانے کے لیے آپ کو بھیجا گیا تھا؟ انہوں نے جواب دیا کہ ہاں۔ اس پر آواز آئی ( انہیں ) خوش آمدید! کیا ہی مبارک آنے والے ہیں وہ، اور دروازہ کھول دیا۔ جب میں اندر گیا تو میں نے وہاں آدم علیہ السلام کو دیکھا، جبرائیل علیہ السلام نے فرمایا یہ آپ کے جد امجد آدم علیہ السلام ہیں انہیں سلام کیجئے۔ میں نے ان کو سلام کیا اور انہوں نے جواب دیا اور فرمایا: خوش آمدید نیک بیٹے اور نیک نبی! جبرائیل علیہ السلام اوپر چڑھے اور دوسرے آسمان پر آئے وہاں بھی دروازہ کھلوایا آواز آئی کون صاحب آئے ہیں؟ بتایا کہ جبرائیل ( علیہ السلام ) پوچھا گیا آپ کے ساتھ اور کوئی صاحب بھی ہیں؟ کہا محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا کیا آپ کو انہیں بلانے کے لیے بھیجا گیا تھا؟ انہوں نے جواب دیا کہ ہاں۔ پھر آواز آئی انہیں خوش آمدید۔ کیا ہی اچھے آنے والے ہیں وہ۔ پھر دروازہ کھلا اور میں اندر گیا تو وہاں یحییٰ اور عیسیٰ علیہما السلام موجود تھے۔ یہ دونوں خالہ زاد بھائی ہیں۔ جبرائیل علیہ السلام نے فرمایا یہ عیسیٰ اور یحییٰ علیہما السلام ہیں انہیں سلام کیجئے میں نے سلام کیا اور ان حضرات نے میرے سلام کا جواب دیا اور فرمایا خوش آمدید نیک نبی اور نیک بھائی! یہاں سے جبرائیل علیہ السلام مجھے تیسرے آسمان کی طرف لے کر چڑھے اور دروازہ کھلوایا۔ پوچھا گیا کون صاحب آئے ہیں؟ جواب دیا کہ جبرائیل۔ پوچھا گیا اور آپ کے ساتھ کون صاحب آئے ہیں؟ جواب دیا کہ محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا کیا انہیں لانے کے لیے آپ کو بھیجا گیا تھا؟ جواب دیا کہ ہاں۔ اس پر آواز آئی انہیں خوش آمدید۔ کیا ہی اچھے آنے والے ہیں وہ، دروازہ کھلا اور جب میں اندر داخل ہوا تو وہاں یوسف علیہ السلام موجود تھے۔ جبرائیل علیہ السلام نے فرمایا یہ یوسف ہیں انہیں سلام کیجئے میں نے سلام کیا تو انہوں نے جواب دیا اور فرمایا: خوش آمدید نیک نبی اور نیک بھائی! پھر جبرائیل علیہ السلام مجھے لے کر اوپر چڑھے اور چوتھے آسمان پر پہنچے دروازہ کھلوایا تو پوچھا گیا کون صاحب ہیں؟ بتایا کہ جبرائیل! پوچھا گیا اور آپ کے ساتھ کون ہے؟ کہا کہ محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا کیا انہیں بلانے کے لیے آپ کو بھیجا گیا تھا؟ جواب دیا کہ ہاں کہا کہ انہیں خوش آمدید۔ کیا ہی اچھے آنے والے ہیں وہ! اب دروازہ کھلا جب میں وہاں ادریس علیہ السلام کی خدمت میں پہنچا تو جبرائیل علیہ السلام نے فرمایا یہ ادریس علیہ السلام ہیں انہیں سلام کیجئے میں نے انہیں سلام کیا اور انہوں نے جواب دیا اور فرمایا خوش آمدید پاک بھائی اور نیک نبی۔ پھر مجھے لے کر پانچویں آسمان پر آئے اور دروازہ کھلوایا پوچھا گیا کون صاحب ہیں؟ جواب دیا کہ جبرائیل پوچھا گیا آپ کے ساتھ کون صاحب آئے ہیں؟ جواب دیا کہ محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا کہ انہیں بلانے کے لیے آپ کو بھیجا گیا تھا؟ جواب دیا کہ ہاں اب آواز آئی خوش آمدید کیا ہی اچھے آنے والے ہیں وہ، یہاں جب میں ہارون علیہ السلام کی خدمت میں حاضر ہوا تو جبرائیل علیہ السلام نے بتایا کہ یہ ہارون ہیں انہیں سلام کیجئے میں نے انہیں سلام کیا انہوں نے جواب کے بعد فرمایا خوش آمدید نیک نبی اور نیک بھائی! یہاں سے لے کر مجھے آگے بڑھے اور چھٹے آسمان پر پہنچے اور دروازہ کھلوایا پوچھا گیا کون صاحب آئے ہیں؟ بتایا کہ جبرائیل، پوچھا گیا آپ کے ساتھ کوئی دوسرے صاحب بھی آئے ہیں؟ جواب دیا کہ محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا کیا انہیں بلانے کے لیے آپ کو بھیجا گیا تھا؟ جواب دیا کہ ہاں۔ پھر کہا انہیں خوش آمدید کیا ہی اچھے آنے والے ہیں وہ۔ میں جب وہاں موسیٰ علیہ السلام کی خدمت میں حاضر ہوا تو جبرائیل علیہ السلام نے فرمایا کہ یہ موسیٰ علیہ السلام ہیں انہیں سلام کیجئے، میں نے سلام کیا اور انہوں نے جواب کے بعد فرمایا خوش آمدید نیک نبی اور نیک بھائی! جب میں آگے بڑھا تو وہ رونے لگے کسی نے پوچھا آپ رو کیوں رہے ہیں؟ تو انہوں نے فرمایا میں اس پر رو رہا ہوں کہ یہ لڑکا میرے بعد نبی بنا کر بھیجا گیا لیکن جنت میں اس کی امت کے لوگ میری امت سے زیادہ ہوں گے۔ پھر جبرائیل علیہ السلام مجھے لے کر ساتویں آسمان کی طرف گئے اور دروازہ کھلوایا۔ پوچھا گیا کون صاحب آئے ہیں؟ جواب دیا کہ جبرائیل، پوچھا گیا اور آپ کے ساتھ کون صاحب آئے ہیں؟ جواب دیا کہ محمد ( صلی اللہ علیہ وسلم ) ۔ پوچھا گیا کیا انہیں بلانے کے لیے آپ کو بھیجا گیا تھا؟ جواب دیا کہ ہاں۔ کہا کہ انہیں خوش آمدید۔ کیا ہی اچھے آنے والے ہیں وہ، میں جب اندر گیا تو ابراہیم علیہ السلام تشریف رکھتے تھے۔ جبرائیل علیہ السلام نے فرمایا کہ یہ آپ کے جد امجد ہیں، انہیں سلام کیجئے۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ میں نے ان کو سلام کیا تو انہوں نے جواب دیا اور فرمایا خوش آمدید نیک نبی اور نیک بیٹے! پھر سدرۃ المنتہیٰ کو میرے سامنے کر دیا گیا میں نے دیکھا کہ اس کے پھل مقام حجر کے مٹکوں کی طرح ( بڑے بڑے ) تھے اور اس کے پتے ہاتھیوں کے کان کی طرح تھے۔ جبرائیل علیہ السلام نے فرمایا کہ یہ سدرۃ المنتہیٰ ہے۔ وہاں میں نے چار نہریں دیکھیں دو باطنی اور دو ظاہری۔ میں نے پوچھا اے جبرائیل! یہ کیا ہیں؟ انہوں نے بتایا کہ جو دو باطنی نہریں ہیں وہ جنت سے تعلق رکھتی ہیں اور دو ظاہری نہریں، نیل اور فرات ہیں۔ پھر میرے سامنے بیت المعمور کو لایا گیا، وہاں میرے سامنے ایک گلاس میں شراب ایک میں دودھ اور ایک میں شہد لایا گیا۔ میں نے دودھ کا گلاس لے لیا تو جبرائیل علیہ السلام نے فرمایا یہی فطرت ہے اور آپ اس پر قائم ہیں اور آپ کی امت بھی! پھر مجھ پر روزانہ پچاس نمازیں فرض کی گئیں میں واپس ہوا اور موسیٰ علیہ السلام کے پاس سے گزرا تو انہوں نے پوچھا کس چیز کا آپ کو حکم ہوا؟ میں نے کہا کہ روزانہ پچاس وقت کی نمازوں کا۔ موسیٰ علیہ السلام نے فرمایا لیکن آپ کی امت میں اتنی طاقت نہیں ہے۔ اس سے پہلے میرا واسطہ لوگوں سے پڑ چکا ہے اور بنی اسرائیل کا مجھے تلخ تجربہ ہے۔ اس لیے آپ اپنے رب کے حضور میں دوبارہ جائیے اور اپنی امت پر تخفیف کے لیے عرض کیجئے۔ چنانچہ میں اللہ تعالیٰ کے دربار میں دوبارہ حاضر ہوا اور تخفیف کے لیے عرض کی تو دس وقت کی نمازیں کم کر دی گئیں۔ پھر میں جب واپسی میں موسیٰ علیہ السلام کے پاس سے گزرا تو انہوں نے پھر وہی سوال کیا میں دوبارہ بارگاہ رب تعالیٰ میں حاضر ہوا اور اس مرتبہ بھی دس وقت کی نمازیں کم ہوئیں۔ پھر میں موسیٰ علیہ السلام کے پاس سے گزرا اور تو انہوں نے وہی مطالبہ کیا میں نے اس مرتبہ بھی بارگاہ رب تعالیٰ میں حاضر ہو کر دس وقت کی نمازیں کم کرائیں۔ موسیٰ علیہ السلام کے پاس سے پھر گزرا انہوں نے اپنی رائے کا اظہار کیا پھر بارگاہ الٰہی میں حاضر ہوا تو مجھے دس وقت کی نمازوں کا حکم ہوا میں واپس ہونے لگا تو آپ نے پھر وہی کہا اب بارگاہ الٰہی میں حاضرہوا تو روزانہ صرف پانچ وقت کی نمازوں کا حکم باقی رہا۔ موسیٰ علیہ السلام کے پاس آیا تو آپ نے دریافت فرمایا اب کیا حکم ہوا؟ میں نے موسیٰ علیہ السلام کو بتایا کہ روزانہ پانچ وقت کی نمازوں کا حکم ہوا ہے۔ فرمایا کہ آپ کی امت اس کی بھی طاقت نہیں رکھتی میرا واسطہ آپ سے پہلے لوگوں سے پڑ چکا ہے اور بنی اسرائیل کا مجھے تلخ تجربہ ہے۔ اپنے رب کے دربار میں پھر حاضر ہو کر تخفیف کے لیے عرض کیجئے۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا رب تعالیٰ سے میں بہت سوال کر چکا اور اب مجھے شرم آتی ہے۔ اب میں بس اسی پر راضی ہوں۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ پھر جب میں وہاں سے گزرنے لگا تو ندا آئی ”میں نے اپنا فریضہ جاری کر دیا اور اپنے بندوں پر تخفیف کر چکا۔“
hadith|3888|(ہم سے حمیدی نے بیان کیا، کہا ہم سے سفیان بن عیینہ نے بیان کیا، ان سے عمرو بن دینار نے بیان کیا، ان سے عکرمہ نے اور ان سے عبداللہ بن عباس رضی اللہ عنہما نے اللہ کے ارشاد «وما جعلنا الرؤيا التي أريناك إلا فتنة للناس‏» اور جو خواب ہم نے آپ کو دکھایا اس سے مقصد صرف لوگوں کا امتحان تھا ) فرمایا کہ اس میں رؤیا سے آنکھ سے دیکھنا ہی مراد ہے۔ جو رسول اللہ صلی اللہ علیہ وسلم کو اس معراج کی رات میں دکھایا گیا تھا جس میں آپ کو بیت المقدس تک لے جایا گیا تھا اور قرآن مجید میں «الشجرة الملعونة» کا ذکر آیا ہے وہ تھوہڑ کا درخت ہے۔
chapter||The deputation of the Ansar to the Prophet (ﷺ) at Makkah, and the Al-Aqaba
hadith|3889|ہم سے یحییٰ بن بکیر نے بیان کیا، انہوں نے کہا ہم سے لیث نے بیان کیا، ان سے عقیل نے بیان کیا، ان سے ابن شہاب نے (دوسری سند) ،‏‏‏‏ امام بخاری نے کہا اور ہم سے احمد بن صالح نے بیان کیا، کہا ہم سے عنبسہ بن خالد نے بیان کیا، ہم سے یونس بن یزید نے بیان کیا، ان سے ابن شہاب نے بیان کیا کہ مجھے عبدالرحمٰن بن عبداللہ بن کعب بن مالک نے خبر دی اور انہیں عبداللہ بن کعب نے جب وہ نابینا ہو گئے تو وہ چلتے پھرتے وقت ان کو پکڑ کر لے چلتے تھے، انہوں نے بیان کیا کہ میں نے کعب بن مالک رضی اللہ عنہ سے سنا کہ وہ غزوہ تبوک میں شریک نہ ہونے کا طویل واقعہ بیان کرتے تھے ابن بکیر نے اپنی روایت میں بیان کیا کہ کعب نے کہا کہ میں نبی کریم صلی اللہ علیہ وسلم کے پاس عقبہ کی رات میں حاضر تھا جب ہم نے اسلام پر قائم رہنے کا پختہ عہد کیا تھا، میرے نزدیک ( لیلۃالعقبہ کی بیعت ) بدر کی لڑائی میں حاضری سے بھی زیادہ پسندیدہ ہے اگرچہ لوگوں میں بدر کا چرچہ اس سے زیادہ ہے۔
hadith|3890|ہم سے علی بن عبداللہ مدینی نے بیان کیا، کہا ہم سے سفیان بن عیینہ نے بیان کیا، کہا کہ عمرو بن دینار کہا کرتے تھے کہ میں نے جابر بن عبداللہ رضی اللہ عنہما سے سنا انہوں نے بیان کیا کہ میرے دو ماموں مجھے بھی بیعت عقبہ میں ساتھ لے گئے تھے۔ ابوعبداللہ امام بخاری نے کہا کہ ابن عیینہ نے بیان کیا ان میں سے ایک براء بن معرور رضی اللہ عنہ تھے۔
hadith|3891|مجھ سے ابراہیم بن موسیٰ نے بیان کیا، کہا ہم کو ہشام بن یوسف نے خبر دی، انہیں ابن جریج نے خبر دی، ان سے عطاء نے بیان کیا کہ جابر رضی اللہ عنہ نے کہا میں میرے والد اور میرے دو ماموں تینوں بیعت عقبہ کرنے والوں میں شریک تھے۔
hadith|3892|مجھ سے اسحاق بن منصور نے بیان کیا، انہوں نے کہا ہم کو یعقوب بن ابراہیم نے خبر دی، انہوں نے کہا ہم سے ہمارے بھتیجے ابن شہاب نے بیان کیا، ان سے ان کے چچا نے بیان کیا اور انہوں نے کہا کہ ہمیں ابوادریس عائذ اللہ بن عبداللہ نے خبر دی کہ عبادہ بن صامت رضی اللہ عنہ ان صحابہ میں سے تھے جنہوں نے رسول اللہ صلی اللہ علیہ وسلم کے ساتھ بدر کی لڑائی میں شرکت کی تھی اور عقبہ کی رات نبی کریم صلی اللہ علیہ وسلم سے عہد کیا تھا۔ انہوں نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا اس وقت آپ کے پاس صحابہ کی ایک جماعت تھی، کہ آؤ مجھ سے اس بات کا عہد کرو کہ اللہ کے ساتھ کسی کو شریک نہ ٹھہراؤ گے، چوری نہ کرو گے، زنا نہ کرو گے، اپنی اولاد کو قتل نہ کرو گے، اپنی طرف سے گھڑ کر کسی پر تہمت نہ لگاؤ گے اور اچھی باتوں میں میری نافرمانی نہ کرو گے، پس جو شخص اپنے اس عہد پر قائم رہے گا اس کا اجر اللہ کے ذمہ ہے اور جس شخص نے اس میں کمی کی اور اللہ تعالیٰ نے اسے چھپا رہنے دیا تو اس کا معاملہ اللہ کے اختیار میں ہے، چاہے تو اس پر سزا دے اور چاہے معاف کر دے۔ عبادہ رضی اللہ عنہ نے بیان کیا چنانچہ میں نے نبی کریم صلی اللہ علیہ وسلم سے ان امور پر بیعت کی۔
hadith|3893|ہم سے قتیبہ بن سعید نے بیان کیا، کہا ہم سے لیث بن سعید نے، ان سے یزید بن ابی حبیب نے، ان سے ابوالخیر مرثد بن عبداللہ نے، ان سے عبدالرحمٰن صنابحی نے اور ان سے عبادہ بن صامت رضی اللہ عنہ نے بیان کیا کہ میں ان نقیبوں میں سے تھا جنہوں نے ( عقبہ کی رات میں ) رسول اللہ صلی اللہ علیہ وسلم سے بیعت کی تھی۔ آپ نے بیان کیا کہ ہم نے نبی کریم صلی اللہ علیہ وسلم سے اس کا عہد کیا تھا کہ ہم اللہ کے ساتھ کسی کو شریک نہیں ٹھہرائیں گے، چوری نہیں کریں گے، زنا نہیں کریں گے، کسی ایسے شخص کو قتل نہیں کریں گے جس کا قتل اللہ تعالیٰ نے حرام قرار دیا ہے، لوٹ مار نہیں کریں گے اور نہ اللہ کی نافرمانی کریں گے جنت کے بدلے میں، اگر ہم اپنے عہد میں پورے اترے۔ لیکن اگر ہم نے اس میں کچھ خلاف کیا تو اس کا فیصلہ اللہ پر ہے۔
chapter||Marriage of the Prophet (ﷺ) with ‘Aishah رضي الله عنها
hadith|3894|مجھ سے فروہ بن ابی المغراء نے بیان کیا، کہا ہم سے علی بن مسہر نے بیان کیا، ان سے ہشام بن عروہ نے، ان سے ان کے والد نے اور ان سے عائشہ رضی اللہ عنہا نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم سے میرا نکاح جب ہوا تو میری عمر چھ سال کی تھی، پھر ہم مدینہ ( ہجرت کر کے ) آئے اور بنی حارث بن خزرج کے یہاں قیام کیا۔ یہاں آ کر مجھے بخار چڑھا اور اس کی وجہ سے میرے بال گرنے لگے۔ پھر مونڈھوں تک خوب بال ہو گئے پھر ایک دن میری والدہ ام رومان رضی اللہ عنہا آئیں۔ اس وقت میں اپنی چند سہیلیوں کے ساتھ جھولا جھول رہی تھی انہوں نے مجھے پکارا تو میں حاضر ہو گئی۔ مجھے کچھ معلوم نہیں تھا کہ میرے ساتھ ان کا کیا ارادہ ہے۔ آخر انہوں نے میرا ہاتھ پکڑ کر گھر کے دروازہ کے پاس کھڑا کر دیا اور میرا سانس پھولا جا رہا تھا۔ تھوڑی دیر میں جب مجھے کچھ سکون ہوا تو انہوں نے تھوڑا سا پانی لے کر میرے منہ اور سر پر پھیرا۔ پھر گھر کے اندر مجھے لے گئیں۔ وہاں انصار کی چند عورتیں موجود تھیں، جنہوں نے مجھے دیکھ کر دعا دی کہ خیر و برکت اور اچھا نصیب لے کر آئی ہو۔ میری ماں نے مجھے انہیں کے حوالہ کر دیا اور انہوں نے میری آرائش کی۔ اس کے بعد دن چڑھے اچانک رسول اللہ صلی اللہ علیہ وسلم میرے پاس تشریف لائے اور انہوں نے مجھے آپ کے سپرد کر دیا میری عمر اس وقت نو سال تھی۔
hadith|3895|ہم سے معلی نے بیان کیا، کہا ہم سے وہیب بن خالد نے بیان کیا، ان سے ہشام بن عروہ نے اور ان سے عائشہ رضی اللہ عنہا نے کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا ”تم مجھے دو مرتبہ خواب میں دکھائی گئی ہو۔ میں نے دیکھا کہ تم ایک ریشمی کپڑے میں لپٹی ہوئی ہو اور کہا جا رہا ہے کہ یہ آپ کی بیوی ہیں ان کا چہرہ کھولئے۔ میں نے چہرہ کھول کر دیکھا تو تم تھیں۔ میں نے سوچا کہ اگر یہ خواب اللہ تعالیٰ کی جانب سے ہے تو وہ خود اس کو پورا فرمائے گا۔“
hadith|3896|مجھ سے عبید بن اسماعیل نے بیان کیا، انہوں نے کہا ہم سے ابواسامہ نے بیان کیا، ان سے ہشام نے، ان سے ان کے والد (عروہ بن زبیر) نے بیان کیا کہ خدیجہ رضی اللہ عنہا کی وفات نبی کریم صلی اللہ علیہ وسلم کی مدینہ کو ہجرت سے تین سال پہلے ہو گئی تھی۔ نبی کریم صلی اللہ علیہ وسلم نے آپ کی وفات کے تقریباً دو سال بعد عائشہ رضی اللہ عنہا سے نکاح کیا اس وقت ان کی عمر چھ سال تھی جب رخصتی ہوئی تو وہ نو سال کی تھیں۔
chapter||The emigration of the Prophet (ﷺ) to Al-Madina
chapter_intro||وَقَالَ عَبْدُ اللَّهِ بْنُ زَيْدٍ وَأَبُو هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُمَا عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «لَوْلاَ الْهِجْرَةُ لَكُنْتُ امْرَأً مِنَ الأَنْصَارِ». وَقَالَ أَبُو مُوسَى عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «رَأَيْتُ فِي الْمَنَامِ أَنِّي أُهَاجِرُ مِنْ مَكَّةَ إِلَى أَرْضٍ بِهَا نَخْلٌ، فَذَهَبَ وَهَلِي إِلَى أَنَّهَا الْيَمَامَةُ أَوْ هَجَرُ، فَإِذَا هِيَ الْمَدِينَةُ يَثْرِبُ».
