collection||Sharh Ma'āni Al-Āthār
hadith|4344|حَدَّثَنِي ابْنُ أَبِي عِمْرَانَ قَالَ: حَدَّثَنِي مُحَمَّدُ بْنُ شُجَاعٍ عَنِ الْحَسَنِ بْنِ زِيَادٍ , عَنْ أَبِي يُوسُفَ رَحْمَةُ اللهِ عَلَيْهِمْ قَالَ: الْإِذْنُ فِي ذَلِكَ إِلَى الْأَمَةِ لَا إِلَى مَوْلَاهَا. قَالَ ابْنُ أَبِي عِمْرَانَ: هَذَا هُوَ النَّظَرُ عَلَى أُصُولِ مَا بُنِيَ عَلَيْهِ هَذَا الْبَابُ , لِأَنَّهَا لَوْ أَبَاحَتْ لِزَوْجِهَا تَرْكَ جِمَاعِهَا , كَانَ مِنْ ذَلِكَ فِي سَعَةٍ , وَلَمْ يَكُنْ لِمَوْلَاهَا أَنْ يَأْخُذَ زَوْجَهَا بِأَنْ يُجَامِعَهَا. فَلَمَّا كَانَ الْجِمَاعُ الْوَاجِبُ عَلَى زَوْجِهَا إِلَيْهَا , أَخَذَ زَوْجُهَا بِهِ , لَا إِلَى مَوْلَاهَا , كَانَ ذَلِكَ الْإِفْضَاءُ فِي ذَلِكَ الْجِمَاعِ الْأَخْذُ بِهِ إِلَيْهَا , لَا إِلَى مَوْلَاهَا , فَهَذَا هُوَ النَّظَرُ فِي هَذَا. وَأَنْكَرَ هَؤُلَاءِ جَمِيعًا , الَّذِينَ أَبَاحُوا الْعَزْلَ , مَا فِي حَدِيثِ جُدَامَةَ مِمَّا رَوَتْهُ عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِنْ قَوْلِهِ فِيهِ: إِنَّهُ الْوَأْدُ الْخَفِيُّ وَرَوَوْا عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِنْكَارَ ذَلِكَ الْقَوْلِ عَلَى مَنْ قَالَهُ. وَذَكَرُوا فِي ذَلِكَ مَا
hadith|4345|حَدَّثَنَا أَبُو بَكْرَةَ قَالَ: ثنا أَبُو دَاوُدَ قَالَ: ثنا هِشَامُ بْنُ أَبِي عَبْدِ اللهِ. ح
hadith|4346|وَحَدَّثَنَا ابْنُ مَرْزُوقٍ قَالَ: ثنا أَبُو دَاوُدَ , عَنْ هِشَامٍ , عَنْ يَحْيَى بْنِ أَبِي كَثِيرٍ , عَنْ مُحَمَّدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي رِفَاعَةَ , عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ رَضِيَ اللهُ عَنْهُ , أَنَّ رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَتَاهُ رَجُلٌ فَقَالَ: يَا رَسُولَ اللهِ , إِنَّ عِنْدِي جَارِيَةً , وَأَنَا أَعْزِلُ عَنْهَا , وَأَنَا أَكْرَهُ أَنْ تَحْمِلَ , وَأَشْتَهِي مَا يَشْتَهِي الرِّجَالُ , وَإِنَّ الْيَهُودَ يَقُولُونَ هِيَ الْمَوْءُودَةُ الصُّغْرَى. فَقَالَ لَهُ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «كَذَبَتْ يَهُودُ، لَوْ أَنَّ اللهَ أَرَادَ أَنْ يَخْلُقَهُ لَمْ تَسْتَطِعْ أَنْ تَصْرِفَهُ»
hadith|4347|حَدَّثَنَا ابْنُ مَرْزُوقٍ قَالَ: حَدَّثَنَا هَارُونُ بْنُ إِسْمَاعِيلَ قَالَ: ثنا عَلِيُّ بْنُ الْمُبَارَكِ , عَنْ يَحْيَى بْنِ أَبِي كَثِيرٍ , عَنْ مُحَمَّدِ بْنِ عَبْدِ الرَّحْمَنِ , عَنْ أَبِي مُطِيعِ بْنِ رِفَاعَةَ , عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ , عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِثْلَهُ
hadith|4348|حَدَّثَنَا يُونُسُ قَالَ: أَخْبَرَنَا ابْنُ وَهْبٍ قَالَ: أَخْبَرَنِي عَيَّاشُ بْنُ عُقْبَةَ الْحَضَرِيُّ , عَنْ مُوسَى بْنِ وَرْدَانَ , عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ قَالَ: بَلَغَ رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَنَّ الْيَهُودَ يَقُولُونَ إِنَّ الْعَزْلَ هُوَ الْمَوْءُودَةُ الصُّغْرَى ⦗٣٢⦘ فَقَالَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «كَذَبَتْ يَهُودُ» ثُمَّ قَالَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «لَوْ أَفْضَيْتَ لَمْ يَكُنْ إِلَّا بِقَدَرٍ»
hadith|4349|حَدَّثَنَا ابْنُ أَبِي دَاوُدَ قَالَ: ثنا عَيَّاشٌ الرَّقَّامُ قَالَ: ثنا عَبْدُ الْأَعْلَى , عَنْ مُحَمَّدِ بْنِ إِسْحَاقَ , عَنْ مُحَمَّدِ بْنِ إِبْرَاهِيمَ , عَنْ أَبِي سَلَمَةَ بْنِ عَبْدِ الرَّحْمَنِ , عَنْ أَبِي أُمَامَةَ بْنِ سَهْلٍ , عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ قَالَ: أَقَمْتُ جَارِيَةً لِي بِسُوقِ بَنِي قَيْنُقَاعَ , فَمَرَّ بِي يَهُودِيٌّ , فَقَالَ: مَا هَذِهِ الْجَارِيَةُ؟ قُلْتُ: جَارِيَةٌ لِي. قَالَ: أَكُنْتَ تُصِيبُهَا؟ قُلْتُ: نَعَمْ قَالَ: فَلَعَلَّ فِي بَطْنِهَا مِنْكَ سَخْلَةً؟ قَالَ: قُلْتُ: إِنِّي كُنْتُ أَعْزِلُ عَنْهَا، قَالَ تِلْكَ الْمَوْءُودَةُ الصُّغْرَى. فَأَتَيْتُ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَذَكَرْتُ ذَلِكَ لَهُ فَقَالَ: «كَذَبَتْ يَهُودُ، كَذَبَتْ يَهُودُ» فَهَذَا أَبُو سَعِيدٍ رَضِيَ اللهُ تَعَالَى عَنْهُ , قَدْ حَكَى عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِكْذَابَ مَنْ زَعَمَ أَنَّ الْعَزْلَ مَوْءُودَةٌ. ثُمَّ قَدْ رُوِيَ عَنْ عَلِيٍّ رَضِيَ اللهُ عَنْهُ رَفْعُ ذَلِكَ , وَالتَّنْبِيهُ عَلَى فَسَادِهِ , بِمَعْنًى لَطِيفٍ حَسَنٍ
hadith|4350|حَدَّثَنَا رَوْحُ بْنُ الْفَرَجِ قَالَ: ثنا يَحْيَى بْنُ عَبْدِ اللهِ بْنِ بُكَيْرٍ قَالَ: حَدَّثَنِي اللَّيْثُ قَالَ: حَدَّثَنِي مَعْمَرُ بْنُ أَبِي حَبِيبَةَ , عَنْ عَبْدِ اللهِ بْنِ عَدِيِّ بْنِ الْخِيَارِ قَالَ: تَذَاكَرَ أَصْحَابُ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عِنْدَ عُمَرَ الْعَزْلَ , فَاخْتَلَفُوا فِيهِ. فَقَالَ عُمَرُ: قَدِ اخْتَلَفْتُمْ وَأَنْتُمْ أَهْلُ بَدْرٍ الْأَخْيَارُ , فَكَيْفَ بِالنَّاسِ بَعْدَكُمْ؟ إِذْ تَنَاجَى رَجُلَانِ فَقَالَ عُمَرُ: مَا هَذِهِ الْمُنَاجَاةُ؟ قَالَ: إِنَّ الْيَهُودَ تَزْعُمُ أَنَّهَا الْمَوْءُودَةُ الصُّغْرَى. فَقَالَ عَلِيٌّ: " إِنَّهَا لَا تَكُونُ مَوْءُودَةً حَتَّى تَمُرَّ بِالتَّارَاتِ السَّبْعِ {وَلَقَدْ خَلَقْنَا الْإِنْسَانَ مِنْ سُلَالَةٍ مِنْ طِينٍ} [المؤمنون: ١٢] إِلَى آخِرِ الْآيَةِ
hadith|4351|حَدَّثَنَا صَالِحُ بْنُ عَبْدِ الرَّحْمَنِ قَالَ: ثنا عَبْدُ اللهِ بْنُ يَزِيدَ الْمُقْرِئِ قَالَ: ثنا ابْنُ لَهِيعَةَ , عَنْ يَزِيدَ بْنِ أَبِي حَبِيبٍ , عَنْ مَعْمَرِ بْنِ أَبِي حَبِيبَةَ قَالَ: سَمِعْتُ عُبَيْدَ بْنَ رِفَاعَةَ الْأَنْصَارِيِّ قَالَ: تَذَاكَرَ أَصْحَابُ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الْعَزْلَ , ثُمَّ ذَكَرَ مِثْلَهُ. فَتَعَجَّبَ عُمَرُ مِنْ قَوْلِهِ , وَقَالَ: جَزَاكَ اللهُ خَيْرًا. فَأَخْبَرَ عَلِيٌّ رَضِيَ اللهُ عَنْهُ أَنَّهُ لَا مَوْءُودَةَ إِلَّا مَا قَدْ نُفِخَ فِيهِ الرُّوحُ قَبْلَ ذَلِكَ , وَأَمَّا مَا لَمْ يُنْفَخْ فِيهِ الرُّوحُ , فَإِنَّمَا هُوَ مَوَاتٌ غَيْرُ مَوْءُودَةٍ. وَقَدْ رُوِيَ عَنِ ابْنِ عَبَّاسٍ رَضِيَ اللهُ عَنْهُمَا أَيْضًا نَظِيرُ مَا ذَكَرْنَاهُ , عَنْ عَلِيٍّ رَضِيَ اللهُ عَنْهُ
hadith|4352|حَدَّثَنَا أَبُو بَكْرَةَ قَالَ: أَخْبَرَنَا سُفْيَانُ قَالَ: ثنا الْأَعْمَشُ , عَنْ أَبِي الْوَدَّاكِ , أَنَّ قَوْمًا سَأَلُوا ابْنَ عَبَّاسٍ عَنِ الْعَزْلِ , فَذَكَرَ مِثْلَ كَلَامِ عَلِيٍّ سَوَاءً. فَهَذَا عَلِيٌّ وَابْنُ عَبَّاسٍ رَضِيَ اللهُ عَنْهُمْ , قَدِ اجْتَمَعَا فِي هَذَا عَلَى مَا ذَكَرْنَا , وَتَابَعَ عَلِيًّا عَلَى مَا قَالَ مِنْ ذَلِكَ عُمَرُ رَضِيَ اللهُ عَنْهُمَا , وَمَنْ كَانَ بِحَضْرَتِهِمَا مِنْ أَصْحَابِ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ. ⦗٣٣⦘ فَفِي هَذَا دَلِيلٌ عَلَى أَنَّ الْعَزْلَ غَيْرُ مَكْرُوهٍ مِنْ هَذِهِ الْجِهَةِ. وَقَدْ رُوِيَ عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي الْعَزْلِ أَيْضًا
hadith|4353|مَا حَدَّثَنَا مُحَمَّدُ بْنُ عَمْرِو بْنِ يُونُسَ قَالَ: ثنا أَسْبَاطٌ , عَنْ مُطَرِّفٍ , عَنْ أَبِي إِسْحَاقَ , عَنْ أَبِي الْوَدَّاكِ , عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ قَالَ: لَمَّا افْتَتَحَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ خَيْبَرَ أَصَبْنَا نِسَاءً فَكُنَّا نَطَؤُهُنَّ فَنَعْزِلُ عَنْهُنَّ. فَقَالَ بَعْضُنَا لِبَعْضٍ أَتَفْعَلُونَ هَذَا وَرَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِلَى جَنْبِكُمْ لَا تَسْأَلُونَهُ؟ قَالَ: فَسَأَلُوهُ عَنْ ذَلِكَ فَقَالَ: «لَيْسَ مِنْ كُلِّ الْمَاءِ يَكُونُ الْوَلَدُ , إِنَّ اللهَ إِذَا أَرَادَ أَنْ يَخْلُقَ شَيْئًا لَمْ يَمْنَعْهُ شَيْءٌ , فَلَا عَلَيْكُمْ أَلَّا تَعْزِلُوا»
hadith|4354|حَدَّثَنَا رَبِيعٌ الْمُؤَذِّنُ قَالَ: حَدَّثَنَا ابْنُ وَهْبٍ قَالَ: وَأَخْبَرَنِي ابْنُ أَبِي الزِّنَادِ , عَنْ أَبِيهِ قَالَ: حَدَّثَنِي مُحَمَّدُ بْنُ يَحْيَى بْنِ حِبَّانَ , أَنَّ ابْنَ مُحَيْرِيزٍ حَدَّثَهُ أَنَّ أَبَا سَعِيدٍ حَدَّثَهُ , أَنَّ بَعْضَ النَّاسِ كَلَّمُوا رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي شَأْنِ الْعَزْلِ , وَذَلِكَ لِشَأْنِ غَزْوَةِ بَنِي الْمُصْطَلِقِ , فَأَصَابُوا سَبَايَا وَكَرِهُوا أَنْ يَلِدْنَ مِنْهُمْ. فَقَالَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «مَا عَلَيْكُمْ أَنْ لَا تَعْزِلُوا , فَإِنَّ اللهَ قَدْ قَدَّرَ مَا هُوَ خَالِقٌ إِلَى يَوْمِ الْقِيَامَةِ»
hadith|4355|حَدَّثَنَا ابْنُ أَبِي دَاوُدَ قَالَ: حَدَّثَنِي ابْنُ أَبِي مَرْيَمَ قَالَ: أَخْبَرَنِي ابْنُ أَبِي الزِّنَادِ قَالَ: حَدَّثَنِي أَبِي , عَنْ مُحَمَّدِ بْنِ يَحْيَى بْنِ حِبَّانَ , أَنَّ ابْنَ مُحَيْرِيزٍ حَدَّثَهُ , أَنَّ أَبَا سَعِيدٍ أَخْبَرَهُمْ , ثُمَّ ذَكَرَ مِثْلَهُ
hadith|4356|حَدَّثَنَا يُونُسُ قَالَ: أنا ابْنُ وَهْبٍ , أَنَّ مَالِكًا حَدَّثَهُ , عَنْ رَبِيعَةَ بْنِ عَبْدِ الرَّحْمَنِ , عَنْ مُحَمَّدِ بْنِ يَحْيَى بْنِ حِبَّانَ , فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ
hadith|4357|حَدَّثَنَا نَصْرُ بْنُ مَرْزُوقٍ قَالَ: ثنا الْخَصِيبُ قَالَ: ثنا وُهَيْبٌ , عَنْ مُوسَى بْنِ عُقْبَةَ , عَنْ مُحَمَّدِ بْنِ يَحْيَى بْنِ حِبَّانَ , عَنِ ابْنِ الْمُحَيْرِيزِ , عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ , أَنَّهُمْ أَصَابُوا سَبَايَا يَوْمَ أَوْطَاسٍ , فَأَرَادُوا أَنْ يَسْتَمْتِعُوا مِنْهُنَّ وَلَا تَحْمِلْنَ. فَسَأَلُوا النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَنْ ذَلِكَ فَقَالَ: «لَا عَلَيْكُمْ أَنْ لَا تَفْعَلُوا , فَإِنَّ اللهَ عَزَّ وَجَلَّ قَدْ كَتَبَ مَنْ هُوَ خَالِقٌ إِلَى يَوْمِ الْقِيَامَةِ»
hadith|4358|حَدَّثَنَا ابْنُ أَبِي دَاوُدَ قَالَ: ثنا أَبُو الْيَمَانِ قَالَ: أَخْبَرَنَا شُعَيْبُ بْنُ أَبِي حَمْزَةَ , عَنِ الزُّهْرِيِّ قَالَ: أَخْبَرَنِي عَبْدُ اللهِ بْنُ مُحَيْرِيزٍ الْجُمَحِيُّ , أَنَّ أَبَا سَعِيدٍ الْخُدْرِيَّ أَخْبَرَهُ أَنَّهُ , بَيْنَا هُوَ جَالِسٌ عِنْدَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِذْ جَاءَهُ رَجُلٌ مِنَ الْأَنْصَارِ فَقَالَ: يَا رَسُولَ اللهِ , إِنَّا نُصِيبُ سَبْيًا , وَنُحِبُّ الْأَثْمَانَ , فَكَيْفَ تَرَى فِي الْعَزْلِ؟ فَقَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «أَوَ إِنَّكُمْ لَتَفْعَلُونَ ذَلِكَ؟ لَا عَلَيْكُمْ أَنْ لَا تَفْعَلُوا ذَلِكُمْ , فَإِنَّهَا لَيْسَتْ نَسَمَةً كَتَبَ اللهُ أَنْ تَخْرُجَ إِلَّا هِيَ خَارِجَةٌ»
hadith|4359|حَدَّثَنَا ابْنُ مَرْزُوقٍ قَالَ: ثنا أَبُو دَاوُدَ , عَنْ شُعْبَةَ , عَنْ أَنَسِ بْنِ سِيرِينَ قَالَ: سَمِعْتُ مَعْبَدَ بْنَ سِيرِينَ , ⦗٣٤⦘ يُحَدِّثُ عَنْ أَبِي سَعِيدٍ رَضِيَ اللهُ عَنْهُ قَالَ: سَأَلْنَا رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَنِ الْعَزْلِ فَقَالَ: لَا عَلَيْكُمْ أَلَّا تَفْعَلُوهُ , فَإِنَّمَا هُوَ الْقَدَرُ
hadith|4360|حَدَّثَنَا ابْنُ مَرْزُوقٍ قَالَ: ثنا أَبُو دَاوُدَ , عَنْ شُعْبَةَ , عَنْ أَبِي إِسْحَاقَ السَّبِيعِيِّ قَالَ: سَمِعْتُ أَبَا الْوَدَّاكِ , يُحَدِّثُ عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ رَضِيَ اللهُ عَنْهُ قَالَ: لَمَّا أَصَبْنَا سَبْيَ خَيْبَرَ سَأَلْنَا رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَنِ الْعَزْلِ فَقَالَ: «لَيْسَ مِنْ كُلِّ الْمَاءِ يَكُونُ الْوَلَدُ , فَإِذَا أَرَادَ اللهُ أَنْ يَخْلُقَ شَيْئًا لَمْ يَمْنَعْهُ شَيْءٌ»
hadith|4361|حَدَّثَنَا أَبُو بَكْرَةَ قَالَ: ثنا مُؤَمَّلٌ قَالَ: ثنا سُفْيَانُ , عَنْ أَبِي إِسْحَاقَ , عَنْ أَبِي الْوَدَّاكِ , عَنْ أَبِي سَعِيدٍ قَالَ. أَصَبْنَا سَبْيًا يَوْمَ خَيْبَرَ , فَكُنَّا نَعْزِلُ عَنْهُنَّ , نُرِيدُ الْفِدَاءَ , فَقُلْنَا لَوْ سَأَلْنَا رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ ثُمَّ ذَكَرَ مِثْلَهُ
hadith|4362|حَدَّثَنَا ابْنُ أَبِي دَاوُدَ قَالَ: ثنا أَبُو ظُفْرٍ قَالَ: ثنا جَرِيرُ بْنُ حَازِمٍ , عَنْ مُحَمَّدِ بْنِ سِيرِينَ , عَنْ أَبِي الْعَالِيَةِ , عَنْ أَبِي سَعِيدٍ قَالَ: تَذَاكَرْنَا الْعَزْلَ. فَخَرَجَ عَلَيْنَا رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَقَالَ: «لَا عَلَيْكُمْ أَلَّا تَفْعَلُوا , فَإِنَّمَا هُوَ الْقَدَرُ»
hadith|4363|حَدَّثَنَا أَبُو بَكْرَةَ , وَابْنُ مَرْزُوقٍ قَالَا: ثنا أَبُو دَاوُدَ قَالَ: ثنا شُعْبَةُ , عَنْ أَبِي الْفَيْضِ قَالَ: سَمِعْتُ عَبْدَ اللهِ بْنَ مُرَّةَ , عَنْ أَبِي سَعِيدٍ الزُّرَقِيِّ أَنَّ رَجُلًا مِنْ أَشْجَعَ سَأَلَ رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَنِ الْعَزْلِ , فَقَالَ: «مَا يُقَدِّرُ اللهُ فِي الرَّحِمِ يَكُونُ»
